Source,Target,Type,Id,Label,timeset,Weight
UCCdxizrxUZ55AHZUGhdzkGg,UCwnKziETDbHJtx78nIkfYug,Directed,92790,,,1
UC4Ex8sqdisdLF-jj4d_Od4Q,UCwnKziETDbHJtx78nIkfYug,Directed,93091,,,1
UCaMyORedtLcmQJC6g_2OZzg,UCFWjEwhX6cSAKBQ28pufG3w,Directed,93306,,,1
UCaMyORedtLcmQJC6g_2OZzg,UCK09g6gYGMvU-0x1VCF1hgA,Directed,93329,,,1
UCVcAb1Kml9b5GRB0Vho86-w,UCfa492nu0Ir7zEmqR9hQ18Q,Directed,93788,,,1
UCuRDFWQap-eSoC3v8zlIrkw,UCwnKziETDbHJtx78nIkfYug,Directed,94121,,,1
UC4mhsWgiD0PZ9DZiZv7HdMw,UCK09g6gYGMvU-0x1VCF1hgA,Directed,94330,,,1
UCX-qFmU6tkSU7WS5nr2HrCA,UCRds47MZ1Ng7KCLseg2TkWA,Directed,94512,,,1
UCai3CeohSSHbJwiG8yyFSyg,UClvD6c1VI75QZWJjA_yiWhg,Directed,94691,,,1
UCcH2YymKTzXQ6SQhucvZmMw,UCwnKziETDbHJtx78nIkfYug,Directed,94783,,,1
UCcH2YymKTzXQ6SQhucvZmMw,UCFWjEwhX6cSAKBQ28pufG3w,Directed,94789,,,1
UCcH2YymKTzXQ6SQhucvZmMw,UCK09g6gYGMvU-0x1VCF1hgA,Directed,94796,,,1
UC_KpnE0P8hSzRS24QAHcrMA,UClvD6c1VI75QZWJjA_yiWhg,Directed,95539,,,1
UC_KpnE0P8hSzRS24QAHcrMA,UCfa492nu0Ir7zEmqR9hQ18Q,Directed,95549,,,1
UC_KpnE0P8hSzRS24QAHcrMA,UCRds47MZ1Ng7KCLseg2TkWA,Directed,95569,,,1
UC_KpnE0P8hSzRS24QAHcrMA,UCQGqX5Ndpm4snE0NTjyOJnA,Directed,95570,,,1
UCmpwokS_qioWGXJ22qYBaZg,UCFWjEwhX6cSAKBQ28pufG3w,Directed,95776,,,1
UCmpwokS_qioWGXJ22qYBaZg,UClvD6c1VI75QZWJjA_yiWhg,Directed,95788,,,1
UCOl1O_9KFjfl2zgQFt2aODg,UClvD6c1VI75QZWJjA_yiWhg,Directed,95826,,,1
UCKjFMX4pQBbx_Vh7q-jQR-A,UCFWjEwhX6cSAKBQ28pufG3w,Directed,96092,,,1
UCKjFMX4pQBbx_Vh7q-jQR-A,UCQGqX5Ndpm4snE0NTjyOJnA,Directed,96133,,,1
UCNdJmFsqZ2SmTaFiMbgOQ9w,UCFWjEwhX6cSAKBQ28pufG3w,Directed,96177,,,1
UCiRzcqN27rfcmeFdFvAG0Jw,UClvD6c1VI75QZWJjA_yiWhg,Directed,96452,,,1
UCiRzcqN27rfcmeFdFvAG0Jw,UCwnKziETDbHJtx78nIkfYug,Directed,96456,,,1
UC2vjyLgENRY_ZQ1sI91VyyQ,UCRds47MZ1Ng7KCLseg2TkWA,Directed,96475,,,1
UCPJu-iu1TQDhS3Tw8urydOA,UCK09g6gYGMvU-0x1VCF1hgA,Directed,96628,,,1
UCv-T1WeKQxQ8zsSzl-gHGSw,UCK09g6gYGMvU-0x1VCF1hgA,Directed,96993,,,1
UCjMvLtSvkpk5m4u6T-ye1rw,UClvD6c1VI75QZWJjA_yiWhg,Directed,97276,,,1
UC7subBl2gbz5H36m-zbp8LA,UC2C_jShtL725hvbm1arSV9w,Directed,97474,,,1
UCuDGSixG6umA4o49wixLkjQ,UCLoNQH9RCndfUGOb2f7E1Ew,Directed,98323,,,1
UCGnb7vX5hLroe5Jl61Dt0FA,UClvD6c1VI75QZWJjA_yiWhg,Directed,99190,,,1
UCqDZ5oAFZomuaDRnsqh1Q9w,UCwnKziETDbHJtx78nIkfYug,Directed,100360,,,1
UCc4VkAp7fPg-3QPudsn5XZA,UClvD6c1VI75QZWJjA_yiWhg,Directed,101256,,,1
UC1r_FsYOsPrU-kO_JHRpfdw,UClvD6c1VI75QZWJjA_yiWhg,Directed,101770,,,1
UCA--dcq7LnlhvWtYhffBoow,UClvD6c1VI75QZWJjA_yiWhg,Directed,102052,,,1
UCA--dcq7LnlhvWtYhffBoow,UCK09g6gYGMvU-0x1VCF1hgA,Directed,102069,,,1
UCUl5yJaPdlqJ--c1gZK7RGg,UClvD6c1VI75QZWJjA_yiWhg,Directed,102270,,,1
UC9UV-zZuV_r45n0Twtj4DOg,UCwnKziETDbHJtx78nIkfYug,Directed,102421,,,1
UCp_UQ3x8-vFmacoERpZDsdQ,UCD8bmW4A7eYzHrW7sXwsqwQ,Directed,102520,,,1
UCp_UQ3x8-vFmacoERpZDsdQ,UC7w6MNvnZJ0DKU41wa7yA8w,Directed,102521,,,1
UC8wmpNa5g9f45o19hBQcFTQ,UCK09g6gYGMvU-0x1VCF1hgA,Directed,102593,,,1
UC8wmpNa5g9f45o19hBQcFTQ,UCD8bmW4A7eYzHrW7sXwsqwQ,Directed,102607,,,1
UCjocz5zz_0RIfifUlNt4ziA,UCK09g6gYGMvU-0x1VCF1hgA,Directed,102877,,,1
UCSUBEu3CwiXUD2YByfSEJOQ,UCD8bmW4A7eYzHrW7sXwsqwQ,Directed,103266,,,1
UC9eaJnY3wFRWF1GSphv05ZQ,UClvD6c1VI75QZWJjA_yiWhg,Directed,103319,,,1
UC_8dI_PPRY2HbDfYtAbEKaw,UClvD6c1VI75QZWJjA_yiWhg,Directed,104811,,,1
UC_8dI_PPRY2HbDfYtAbEKaw,UCeNbszrEiBC5Nv53Cr5UViw,Directed,104817,,,1
UC_8dI_PPRY2HbDfYtAbEKaw,UCK09g6gYGMvU-0x1VCF1hgA,Directed,104837,,,1
UCIMm99MI5FLycLIL9PY97Mg,UCK09g6gYGMvU-0x1VCF1hgA,Directed,105468,,,1
UCNAUR9pArgDCA-Mm0MFCO6g,UCwnKziETDbHJtx78nIkfYug,Directed,105858,,,1
UCnWzRN18nWMDM1YRCKGbr3A,UCeNbszrEiBC5Nv53Cr5UViw,Directed,105932,,,1
UCXsiSnw37krBovN_gQ2cMkw,UClvD6c1VI75QZWJjA_yiWhg,Directed,106533,,,1
UCPamPqyE5ik_Al8ig3lw--g,UCFWjEwhX6cSAKBQ28pufG3w,Directed,106855,,,1
UClS4wJdCusfUyp2qnZx40AQ,UClvD6c1VI75QZWJjA_yiWhg,Directed,107707,,,1
UCpkZ7xO1ceEFEk3Bs7x4WhQ,UCLoNQH9RCndfUGOb2f7E1Ew,Directed,109979,,,1
UCPJiczyFyMBET_WLishFmNw,UCeNbszrEiBC5Nv53Cr5UViw,Directed,110987,,,1
UCxRpmvyUAsaN1w465S39QnQ,UCLoNQH9RCndfUGOb2f7E1Ew,Directed,111018,,,1
UCf3ckYZL0z22TYs5ra6YvDQ,UCQGqX5Ndpm4snE0NTjyOJnA,Directed,111226,,,1
UCl1vPakchzspeKGvMtty-DA,UCwnKziETDbHJtx78nIkfYug,Directed,111308,,,1
UCl1vPakchzspeKGvMtty-DA,UCQGqX5Ndpm4snE0NTjyOJnA,Directed,111326,,,1
UCrnjUlwFWJgzs0-2fJy7GwA,UClvD6c1VI75QZWJjA_yiWhg,Directed,111960,,,1
UCrnjUlwFWJgzs0-2fJy7GwA,UCwnKziETDbHJtx78nIkfYug,Directed,111969,,,1
UC-foLXdvsD24GK3eVPQRc4A,UCFWjEwhX6cSAKBQ28pufG3w,Directed,112004,,,1
UC-foLXdvsD24GK3eVPQRc4A,UClvD6c1VI75QZWJjA_yiWhg,Directed,112012,,,1
UC66t52SmEJOi2ewDYMsM2Rw,UCwnKziETDbHJtx78nIkfYug,Directed,112488,,,1
UCmX9MLxlU2htc1gZcEyGBBA,UCQGqX5Ndpm4snE0NTjyOJnA,Directed,112529,,,1
UCLjzLVqoVZ5Wvfdqfmp19dA,UCFWjEwhX6cSAKBQ28pufG3w,Directed,112596,,,1
UCWpx-5KIHwpXE7Y0z2rA_Sw,UCwnKziETDbHJtx78nIkfYug,Directed,112708,,,1
UCWpx-5KIHwpXE7Y0z2rA_Sw,UClvD6c1VI75QZWJjA_yiWhg,Directed,112731,,,1
UCt23v8eAFgT1ARfCOyGRHsw,UClvD6c1VI75QZWJjA_yiWhg,Directed,112913,,,1
UCt23v8eAFgT1ARfCOyGRHsw,UCK09g6gYGMvU-0x1VCF1hgA,Directed,112914,,,1
UCz3QHIofjkRZx4yyWSdO6_w,UClvD6c1VI75QZWJjA_yiWhg,Directed,112931,,,1
UClgA2GsO7o-_xh4HgUXGX-g,UClvD6c1VI75QZWJjA_yiWhg,Directed,113138,,,1
UClgA2GsO7o-_xh4HgUXGX-g,UCQGqX5Ndpm4snE0NTjyOJnA,Directed,113157,,,1
