Source,Target,Type,Rel 
orrclay,calebpaar,Directed,Retweet
calininv,comradzampolit,Directed,Retweet
calininv,maxdementiev,Directed,Retweet
calininv,novostimsk,Directed,Retweet
calininv,rudemyanenko,Directed,Retweet
calkindenis,donetsknovosti,Directed,Retweet
calkindenis,marisha_zu,Directed,Retweet
calkindenis,novostispb,Directed,Retweet
calkindenis,politvlast,Directed,Retweet
calkindenis,riafanru,Directed,Retweet
calkindenis,russianallies,Directed,Retweet
calkindenis,zubovnik,Directed,Retweet
calvin_yek,julianna_yes,Directed,Retweet
calvin_yek,sherman_cn,Directed,Retweet
calvin_yek,willie_bign,Directed,Retweet
kennygratham,calvin_yek,Directed,Retweet
camosaseko,lagonehoe,Directed,Retweet
camosaseko,siccerthanyou,Directed,Retweet
camosaseko,trayneshacole,Directed,Retweet
iancalh0un,camosaseko,Directed,Retweet
lindddaaad,camosaseko,Directed,Retweet
candeychaney,chrixmorgan,Directed,Retweet
candeychaney,elianlindsey,Directed,Retweet
curtisbigman,candeychaney,Directed,Retweet
danageezus,candeychaney,Directed,Retweet
worldofhashtags,candeychaney,Directed,Retweet
cannonsher,crystal1johnson,Directed,Retweet
cannonsher,danageezus,Directed,Retweet
cannonsher,jani_s_jac,Directed,Retweet
cannonsher,javonhidp,Directed,Retweet
cannonsher,jenn_abrams,Directed,Retweet
cannonsher,politweecs,Directed,Retweet
cannonsher,roomofrumor,Directed,Retweet
cannonsher,screamymonkey,Directed,Retweet
cannonsher,seattle_post,Directed,Retweet
cannonsher,specialaffair,Directed,Retweet
cannonsher,todaycleveland,Directed,Retweet
cannonsher,todaymiami,Directed,Retweet
cannonsher,todaypittsburgh,Directed,Retweet
cannonsher,trayneshacole,Directed,Retweet
car_rems,d_andre_austin_,Directed,Retweet
car_rems,diamondsl0veme,Directed,Retweet
car_rems,ertmangreta,Directed,Retweet
car_rems,julianna_yes,Directed,Retweet
car_rems,shannongibsonim,Directed,Retweet
carriethornthon,chrixmorgan,Directed,Retweet
carriethornthon,danageezus,Directed,Retweet
carriethornthon,emileewaren,Directed,Retweet
carriethornthon,evagreen69,Directed,Retweet
carriethornthon,lazykstafford,Directed,Retweet
carriethornthon,pamela_moore13,Directed,Retweet
carriethornthon,pati_cooper,Directed,Retweet
carriethornthon,priceforpierce,Directed,Retweet
carriethornthon,roomofrumor,Directed,Retweet
carriethornthon,screamymonkey,Directed,Retweet
carriethornthon,specialaffair,Directed,Retweet
carriethornthon,thefoundingson,Directed,Retweet
carriethornthon,worldofhashtags,Directed,Retweet
deusxyx,carriethornthon,Directed,Retweet
jacquelinisbest,carriethornthon,Directed,Retweet
patriotblake,carriethornthon,Directed,Retweet
cascaseyp,ellisharm0n,Directed,Retweet
cascaseyp,ilikebigbuttand,Directed,Retweet
cascaseyp,jenn_abrams,Directed,Retweet
cascaseyp,loragreeen,Directed,Retweet
cascaseyp,politweecs,Directed,Retweet
cascaseyp,traceyhappymom,Directed,Retweet
cascaseyp,wernerboch,Directed,Retweet
gab1aldana,cascaseyp,Directed,Retweet
notritahart,cascaseyp,Directed,Retweet
cassieweltch,chrixmorgan,Directed,Retweet
cassieweltch,jarrardnorman,Directed,Retweet
cassieweltch,jenn_abrams,Directed,Retweet
cassieweltch,politweecs,Directed,Retweet
cassieweltch,stanley_cox_,Directed,Retweet
cassieweltch,thefoundingson,Directed,Retweet
cassishere,clydedaws0n,Directed,Retweet
cassishere,danageezus,Directed,Retweet
cassishere,emileewaren,Directed,Retweet
cassishere,evewebster373,Directed,Retweet
cassishere,hollydler,Directed,Retweet
cassishere,ignitedfirestar,Directed,Retweet
cassishere,kelvin_chambers,Directed,Retweet
cassishere,pamela_moore13,Directed,Retweet
cassishere,rh0lbr00k,Directed,Retweet
cassishere,rittertra,Directed,Retweet
cassishere,screamymonkey,Directed,Retweet
cassishere,thefoundingson,Directed,Retweet
cassishere,tpartynews,Directed,Retweet
cassishere,usa_gunslinger,Directed,Retweet
dingdonparker,cassishere,Directed,Retweet
gibbs_jeremy_,cassishere,Directed,Retweet
interfischer,cassishere,Directed,Retweet
j0hnlarsen,cassishere,Directed,Retweet
jamie_mccarthy_,cassishere,Directed,Retweet
jrrbrtt,cassishere,Directed,Retweet
mrt_evrt,cassishere,Directed,Retweet
msheathowens,cassishere,Directed,Retweet
reachitdoit,cassishere,Directed,Retweet
riogithief,cassishere,Directed,Retweet
stanley_cox_,cassishere,Directed,Retweet
themanmachine17,cassishere,Directed,Retweet
catelinewatkins,chrixmorgan,Directed,Retweet
catelinewatkins,jenn_abrams,Directed,Retweet
catelinewatkins,politweecs,Directed,Retweet
cyrusworley,catelinewatkins,Directed,Retweet
jarrardnorman,catelinewatkins,Directed,Retweet
richric_richard,catelinewatkins,Directed,Retweet
catherinecalls,sherman_cn,Directed,Retweet
catkelley_,d_andre_austin_,Directed,Retweet
catkelley_,julianna_yes,Directed,Retweet
catkelley_,martines_tweets,Directed,Retweet
catkelley_,sherman_cn,Directed,Retweet
cecil_hays,julianna_yes,Directed,Retweet
cecil_hays,kennygratham,Directed,Retweet
cecil_hays,shannongibsonim,Directed,Retweet
cecil_hays,sherman_cn,Directed,Retweet
ch1esther,shannongibsonim,Directed,Retweet
chadsloyer,jasper_fly,Directed,Retweet
chadsloyer,ogdeandre,Directed,Retweet
chadsloyer,seattle_post,Directed,Retweet
chadsloyer,specialaffair,Directed,Retweet
chadsloyer,trayneshacole,Directed,Retweet
iancalh0un,chadsloyer,Directed,Retweet
jaydaastonishin,chadsloyer,Directed,Retweet
mrclydepratt,chadsloyer,Directed,Retweet
willisbonnerr,chadsloyer,Directed,Retweet
chamomila7,maxdementiev,Directed,Retweet
chamomila7,novostikzn,Directed,Retweet
chamomila7,novostimsk,Directed,Retweet
chamomila7,novostispb,Directed,Retweet
chamomila7,oh_misspizza,Directed,Retweet
chamomila7,riafanru,Directed,Retweet
chamomila7,zubovnik,Directed,Retweet
charlesjharper,chrixmorgan,Directed,Retweet
charlesjharper,evagreen69,Directed,Retweet
charlesjharper,jasper_fly,Directed,Retweet
charlesjharper,jenn_abrams,Directed,Retweet
charlesjharper,lyndawking,Directed,Retweet
charlesjharper,politweecs,Directed,Retweet
elianlindsey,charlesjharper,Directed,Retweet
jennyhutch31,charlesjharper,Directed,Retweet
loragreeen,charlesjharper,Directed,Retweet
meggiemckenzie,charlesjharper,Directed,Retweet
charlesrespeck,crystal1johnson,Directed,Retweet
charlesrespeck,susayung,Directed,Retweet
charmant_anis,genadiy_alex,Directed,Retweet
charmant_anis,lenkaspb,Directed,Retweet
charmant_anis,maxdementiev,Directed,Retweet
charmant_anis,novostichel,Directed,Retweet
charmant_anis,novosticrimea,Directed,Retweet
charmant_anis,novostikzn,Directed,Retweet
charmant_anis,novostiuf,Directed,Retweet
charmant_anis,riafanru,Directed,Retweet
charmant_anis,val_zol,Directed,Retweet
charmant_anis,zubovnik,Directed,Retweet
cheese_monay,diamondsl0veme,Directed,Retweet
cheese_monay,julianna_yes,Directed,Retweet
cheese_monay,kennygratham,Directed,Retweet
cheese_monay,lou_galloway,Directed,Retweet
cheese_monay,martines_tweets,Directed,Retweet
cheese_monay,shannongibsonim,Directed,Retweet
cheongmai,d_andre_austin_,Directed,Retweet
cheongmai,julianna_yes,Directed,Retweet
cheongmai,lou_galloway,Directed,Retweet
cheongmai,shannongibsonim,Directed,Retweet
chernenkonikola,donetsknovosti,Directed,Retweet
chernenkonikola,krasilnikovbor,Directed,Retweet
chernenkonikola,lavrovmuesli,Directed,Retweet
chernenkonikola,lugansknovosti,Directed,Retweet
chernenkonikola,margosavazh,Directed,Retweet
chernenkonikola,novostidamask,Directed,Retweet
chernenkonikola,old_new_policy,Directed,Retweet
chernenkonikola,ruopentwit,Directed,Retweet
chernenkonikola,russianallies,Directed,Retweet
chernenkonikola,sergeev_tolik,Directed,Retweet
dmitrevasiliev,chernenkonikola,Directed,Retweet
gvardeykalena,chernenkonikola,Directed,Retweet
krasilnikovbor,chernenkonikola,Directed,Retweet
kravchukrussia,chernenkonikola,Directed,Retweet
ponomarevslav,chernenkonikola,Directed,Retweet
sergeev_tolik,chernenkonikola,Directed,Retweet
sergeyavdaev,chernenkonikola,Directed,Retweet
varyagkreyser,chernenkonikola,Directed,Retweet
yaroslavveliky,chernenkonikola,Directed,Retweet
chertorizsky,maxdementiev,Directed,Retweet
chertorizsky,zubovnik,Directed,Retweet
chesplayschess,danageezus,Directed,Retweet
chesplayschess,donnabrivera,Directed,Retweet
chesplayschess,dutisite,Directed,Retweet
chesplayschess,evagreen69,Directed,Retweet
chesplayschess,jacquelinisbest,Directed,Retweet
chesplayschess,roomofrumor,Directed,Retweet
chesplayschess,screamymonkey,Directed,Retweet
chesplayschess,seattle_post,Directed,Retweet
chesplayschess,specialaffair,Directed,Retweet
chesplayschess,todaycleveland,Directed,Retweet
chesplayschess,todaymiami,Directed,Retweet
chesplayschess,todaypittsburgh,Directed,Retweet
chesplayschess,tpartynews,Directed,Retweet
deusxyx,chesplayschess,Directed,Retweet
emileewaren,chesplayschess,Directed,Retweet
jeffreykahunas,chesplayschess,Directed,Retweet
mrt_evrt,chesplayschess,Directed,Retweet
portmela,chesplayschess,Directed,Retweet
rh0lbr00k,chesplayschess,Directed,Retweet
chicagobl,trayneshacole,Directed,Retweet
cornellburchet,chicagodailynew,Directed,Retweet
datwisenigga,chicagodailynew,Directed,Retweet
errivvvvers,chicagodailynew,Directed,Retweet
gwennythot,chicagodailynew,Directed,Retweet
iiddaamarks,chicagodailynew,Directed,Retweet
imaswerve,chicagodailynew,Directed,Retweet
jadonhutchinson,chicagodailynew,Directed,Retweet
jassscott,chicagodailynew,Directed,Retweet
jeanuttella,chicagodailynew,Directed,Retweet
jerstoner,chicagodailynew,Directed,Retweet
liljordamn,chicagodailynew,Directed,Retweet
mrclydepratt,chicagodailynew,Directed,Retweet
mrmoraan,chicagodailynew,Directed,Retweet
neworleanson,chicagodailynew,Directed,Retweet
paulinett,chicagodailynew,Directed,Retweet
peytoncashout,chicagodailynew,Directed,Retweet
robertebonyking,chicagodailynew,Directed,Retweet
samirgooden,chicagodailynew,Directed,Retweet
washingtonline,chicagodailynew,Directed,Retweet
willisbonnerr,chicagodailynew,Directed,Retweet
zzzacharyzzz,chicagodailynew,Directed,Retweet
chrnikaleronica,chistpost,Directed,Retweet
kirbucha,chistpost,Directed,Retweet
lesaveleva,chistpost,Directed,Retweet
mary_mary_artem,chistpost,Directed,Retweet
nolnaoou,chistpost,Directed,Retweet
pumpkinshmapkin,chistpost,Directed,Retweet
sowatsowat,chistpost,Directed,Retweet
vazhankov,chistpost,Directed,Retweet
choco_smell2000,donetsknovosti,Directed,Retweet
choco_smell2000,ingerasimova,Directed,Retweet
choco_smell2000,lavrovmuesli,Directed,Retweet
choco_smell2000,lenkaspb,Directed,Retweet
choco_smell2000,lerochka_ala,Directed,Retweet
choco_smell2000,lugansknovosti,Directed,Retweet
choco_smell2000,novostiekb,Directed,Retweet
choco_smell2000,novostikzn,Directed,Retweet
choco_smell2000,novostimsk,Directed,Retweet
choco_smell2000,novostinn,Directed,Retweet
choco_smell2000,novostiomska,Directed,Retweet
choco_smell2000,novostiuf,Directed,Retweet
choco_smell2000,oh_misspizza,Directed,Retweet
choco_smell2000,riafanru,Directed,Retweet
choco_smells,donetsknovosti,Directed,Retweet
choco_smells,lugansknovosti,Directed,Retweet
choco_smells,novostichel,Directed,Retweet
choco_smells,novostiekb,Directed,Retweet
choco_smells,novostikzn,Directed,Retweet
choco_smells,novostimsk,Directed,Retweet
choco_smells,novostinsk,Directed,Retweet
choco_smells,novostiomska,Directed,Retweet
choco_smells,oh_misspizza,Directed,Retweet
choco_smells,riafanru,Directed,Retweet
chocomayonnaise,maxdementiev,Directed,Retweet
chocomayonnaise,novostimsk,Directed,Retweet
chocomayonnaise,novostispb,Directed,Retweet
chocomayonnaise,riafanru,Directed,Retweet
chocomayonnaise,zubovnik,Directed,Retweet
chrisafonaseva,katka_hero,Directed,Retweet
chrisafonaseva,kir_gromov,Directed,Retweet
chrisafonaseva,lara_kich,Directed,Retweet
chrisafonaseva,sergo_yarosh,Directed,Retweet
chrisafonaseva,zubovnik,Directed,Retweet
chrischrischch,reachitdoit,Directed,Retweet
chrisheywai,emmybambi,Directed,Retweet
chrisheywai,ladysaschak,Directed,Retweet
chrisheywai,stwagnerariana,Directed,Retweet
christinapool61,dieter_port,Directed,Retweet
christinapool61,erdollum,Directed,Retweet
gabriellafaltz,christinapool61,Directed,Retweet
klara_sauber,christinapool61,Directed,Retweet
leenilslee,christinapool61,Directed,Retweet
lindaschwarz121,christinapool61,Directed,Retweet
luisstockberg,christinapool61,Directed,Retweet
margarethkurz,christinapool61,Directed,Retweet
marianeuberg1,christinapool61,Directed,Retweet
ritaclopp,christinapool61,Directed,Retweet
chrisuport_port,erdollum666,Directed,Retweet
chrisuport_port,frankfurtbote,Directed,Retweet
chrisuport_port,hamburgbote,Directed,Retweet
chrisuport_port,hannover_bote,Directed,Retweet
lukas_rosler,chrisuport_port,Directed,Retweet
mtthsberger,chrisuport_port,Directed,Retweet
wernerboch,chrisuport_port,Directed,Retweet
elithkury,chrisuport_port,Directed,Retweet
erdollum,chrisuport_port,Directed,Retweet
erichummell,chrisuport_port,Directed,Retweet
johjohho,chrisuport_port,Directed,Retweet
kristinadrucker,chrisuport_port,Directed,Retweet
malte_oswalt,chrisuport_port,Directed,Retweet
mihhblack,chrisuport_port,Directed,Retweet
mwoodslw,chrisuport_port,Directed,Retweet
paulinaneustart,chrisuport_port,Directed,Retweet
rarekrista,chrisuport_port,Directed,Retweet
vickiebarbar,chrisuport_port,Directed,Retweet
chrixchase,chrixmorgan,Directed,Retweet
chrixchase,evagreen69,Directed,Retweet
chrixchase,ilikebigbuttand,Directed,Retweet
chrixchase,puredavie,Directed,Retweet
curtisbigman,chrixchase,Directed,Retweet
daileyjadon,chrixchase,Directed,Retweet
jarrardnorman,chrixchase,Directed,Retweet
kencannone,chrixchase,Directed,Retweet
mr_clampin,chrixchase,Directed,Retweet
nanajdawson,chrixchase,Directed,Retweet
chrixmorgan,curtisbigman,Directed,Retweet
chrixmorgan,dominicvalent,Directed,Retweet
chrixmorgan,elianlindsey,Directed,Retweet
chrixmorgan,gab1aldana,Directed,Retweet
chrixmorgan,hellieedwards,Directed,Retweet
chrixmorgan,ilikebigbuttand,Directed,Retweet
chrixmorgan,jenn_abrams,Directed,Retweet
chrixmorgan,rapedbycosby,Directed,Retweet
chrixmorgan,thefoundingson,Directed,Retweet
chrixmorgan,trytofinditout,Directed,Retweet
curtisbigman,chrixmorgan,Directed,Retweet
dickyirwin,chrixmorgan,Directed,Retweet
cookncooks,chrixmorgan,Directed,Retweet
cynthiamhunter,chrixmorgan,Directed,Retweet
daileyjadon,chrixmorgan,Directed,Retweet
deusxyx,chrixmorgan,Directed,Retweet
donnabrivera,chrixmorgan,Directed,Retweet
donnielmiller,chrixmorgan,Directed,Retweet
dorothiebell,chrixmorgan,Directed,Retweet
elianlindsey,chrixmorgan,Directed,Retweet
ellisharm0n,chrixmorgan,Directed,Retweet
ericarutter,chrixmorgan,Directed,Retweet
eurynmccolley,chrixmorgan,Directed,Retweet
fameonyoubitch,chrixmorgan,Directed,Retweet
finley1589,chrixmorgan,Directed,Retweet
hernameiscutie,chrixmorgan,Directed,Retweet
hipppo_,chrixmorgan,Directed,Retweet
j0hnlarsen,chrixmorgan,Directed,Retweet
jarrardnorman,chrixmorgan,Directed,Retweet
jasper_fly,chrixmorgan,Directed,Retweet
jeanettedbolden,chrixmorgan,Directed,Retweet
jennyhutch31,chrixmorgan,Directed,Retweet
jery_robertsyo,chrixmorgan,Directed,Retweet
kencannone,chrixmorgan,Directed,Retweet
lexxx_th,chrixmorgan,Directed,Retweet
lughhalley,chrixmorgan,Directed,Retweet
lyndawking,chrixmorgan,Directed,Retweet
lynsrodriguez,chrixmorgan,Directed,Retweet
meggiemckenzie,chrixmorgan,Directed,Retweet
meggieoneil,chrixmorgan,Directed,Retweet
michellearry,chrixmorgan,Directed,Retweet
priceforpierce,chrixmorgan,Directed,Retweet
queenofthewo,chrixmorgan,Directed,Retweet
rapedbycosby,chrixmorgan,Directed,Retweet
realrobert1987,chrixmorgan,Directed,Retweet
richardmalmal,chrixmorgan,Directed,Retweet
richric_richard,chrixmorgan,Directed,Retweet
rockthemicro,chrixmorgan,Directed,Retweet
rymanmurphy,chrixmorgan,Directed,Retweet
sabsabriba,chrixmorgan,Directed,Retweet
sophiekole,chrixmorgan,Directed,Retweet
stanley_cox_,chrixmorgan,Directed,Retweet
t0nyasinclair,chrixmorgan,Directed,Retweet
tess_snider,chrixmorgan,Directed,Retweet
toneporter,chrixmorgan,Directed,Retweet
trytofinditout,chrixmorgan,Directed,Retweet
chrnikaleronica,comradzampolit,Directed,Retweet
chrnikaleronica,maxdementiev,Directed,Retweet
chrnikaleronica,novostimsk,Directed,Retweet
chrnikaleronica,novostinn,Directed,Retweet
chrnikaleronica,novostispb,Directed,Retweet
chrnikaleronica,riafanru,Directed,Retweet
chrnikaleronica,zubovnik,Directed,Retweet
claudia42kern,danageezus,Directed,Retweet
claudia42kern,thefoundingson,Directed,Retweet
claypaigeboo,tessyelmore,Directed,Retweet
claypaigeboo,trayneshacole,Directed,Retweet
claypaigeboo,watchmewalkin,Directed,Retweet
clghan,coldwar20_ru,Directed,Retweet
clghan,ldm1900,Directed,Retweet
clghan,margoveller,Directed,Retweet
clghan,marisha_zu,Directed,Retweet
clghan,maxdementiev,Directed,Retweet
clghan,novosticrimea,Directed,Retweet
clghan,novostiekb,Directed,Retweet
clghan,novostikzn,Directed,Retweet
clghan,novostispb,Directed,Retweet
clghan,riafanru,Directed,Retweet
clghan,zaplatovaalena,Directed,Retweet
clghan,zubovnik,Directed,Retweet
cliftonhughes_,crystal1johnson,Directed,Retweet
cliftonhughes_,jadonhutchinson,Directed,Retweet
cliftonhughes_,lagonehoe,Directed,Retweet
clydedaws0n,evewebster373,Directed,Retweet
clydedaws0n,garrettsimpson_,Directed,Retweet
clydedaws0n,hollydler,Directed,Retweet
clydedaws0n,jacquelinisbest,Directed,Retweet
clydedaws0n,kelvin_chambers,Directed,Retweet
clydedaws0n,pigeontoday,Directed,Retweet
clydedaws0n,roomofrumor,Directed,Retweet
clydedaws0n,screamymonkey,Directed,Retweet
clydedaws0n,specialaffair,Directed,Retweet
clydedaws0n,thefoundingson,Directed,Retweet
cynthiamhunter,clydedaws0n,Directed,Retweet
dingdonparker,clydedaws0n,Directed,Retweet
happkendrahappy,clydedaws0n,Directed,Retweet
kevinnotbrooks,clydedaws0n,Directed,Retweet
mandy9stevens,clydedaws0n,Directed,Retweet
msheathowens,clydedaws0n,Directed,Retweet
sm_downey,clydedaws0n,Directed,Retweet
cnkop777,zubovnik,Directed,Retweet
egor_lololo,cnkop777,Directed,Retweet
colbyst1,pigeontoday,Directed,Retweet
coldplaysjohny,dmitrevasiliev,Directed,Retweet
coldplaysjohny,genadiy_alex,Directed,Retweet
coldplaysjohny,katya_born,Directed,Retweet
coldplaysjohny,lenkaspb,Directed,Retweet
coldplaysjohny,mama_russland,Directed,Retweet
coldplaysjohny,margoberoeva,Directed,Retweet
coldplaysjohny,maxdementiev,Directed,Retweet
coldplaysjohny,nucolewp2000,Directed,Retweet
coldplaysjohny,romashkamsk,Directed,Retweet
coldplaysjohny,val_zol,Directed,Retweet
coldplaysjohny,zubovnik,Directed,Retweet
fedotovaroza,coldplaysjohny,Directed,Retweet
gavrushamsk,coldplaysjohny,Directed,Retweet
krymeachanin,coldplaysjohny,Directed,Retweet
lerochka_ala,coldplaysjohny,Directed,Retweet
olga_bekher,coldplaysjohny,Directed,Retweet
romanagafonovv,coldplaysjohny,Directed,Retweet
romashkamsk,coldplaysjohny,Directed,Retweet
stopigra10,coldplaysjohny,Directed,Retweet
theovyazgin,coldplaysjohny,Directed,Retweet
v_vasilevna,coldplaysjohny,Directed,Retweet
coldwar20_ru,warfareww,Directed,Retweet
coldwar20_ru,comradzampolit,Directed,Retweet
coldwar20_ru,donetsknovosti,Directed,Retweet
coldwar20_ru,kadirovrussia,Directed,Retweet
coldwar20_ru,margosavazh,Directed,Retweet
coldwar20_ru,matevidenceru,Directed,Retweet
coldwar20_ru,maxdementiev,Directed,Retweet
coldwar20_ru,mirpolitica,Directed,Retweet
coldwar20_ru,novostimsk,Directed,Retweet
coldwar20_ru,old_new_policy,Directed,Retweet
coldwar20_ru,zubovnik,Directed,Retweet
comradzampolit,coldwar20_ru,Directed,Retweet
d_a_s_h_aaa,coldwar20_ru,Directed,Retweet
devyatkof,coldwar20_ru,Directed,Retweet
di_mc_solov,coldwar20_ru,Directed,Retweet
diman__dima,coldwar20_ru,Directed,Retweet
disneytv_ru,coldwar20_ru,Directed,Retweet
dmitro_gondar,coldwar20_ru,Directed,Retweet
dobre_denn,coldwar20_ru,Directed,Retweet
dorocheviz,coldwar20_ru,Directed,Retweet
ebeckcoble,coldwar20_ru,Directed,Retweet
esayl_inin,coldwar20_ru,Directed,Retweet
fedotovaroza,coldwar20_ru,Directed,Retweet
glebnikon,coldwar20_ru,Directed,Retweet
glotovanna,coldwar20_ru,Directed,Retweet
golodova_darian,coldwar20_ru,Directed,Retweet
golosovalena,coldwar20_ru,Directed,Retweet
gorbenkovaa_,coldwar20_ru,Directed,Retweet
graf_veber,coldwar20_ru,Directed,Retweet
grebennikova__,coldwar20_ru,Directed,Retweet
griga_bash,coldwar20_ru,Directed,Retweet
grishinvanno,coldwar20_ru,Directed,Retweet
igor_romahchuk,coldwar20_ru,Directed,Retweet
irensafronoff,coldwar20_ru,Directed,Retweet
jordin_ramzi,coldwar20_ru,Directed,Retweet
justin_mc_call,coldwar20_ru,Directed,Retweet
kalinikovvit,coldwar20_ru,Directed,Retweet
katka_hero,coldwar20_ru,Directed,Retweet
katyakunst,coldwar20_ru,Directed,Retweet
katykrier,coldwar20_ru,Directed,Retweet
klim_petrov_,coldwar20_ru,Directed,Retweet
kotovamarys,coldwar20_ru,Directed,Retweet
kozlenko_slavk,coldwar20_ru,Directed,Retweet
kugin_1991,coldwar20_ru,Directed,Retweet
lakeishahicks5,coldwar20_ru,Directed,Retweet
larisapyleva,coldwar20_ru,Directed,Retweet
lavrovmuesli,coldwar20_ru,Directed,Retweet
leracruze,coldwar20_ru,Directed,Retweet
lovepizzzzzzza,coldwar20_ru,Directed,Retweet
mama_russland,coldwar20_ru,Directed,Retweet
margosavazh,coldwar20_ru,Directed,Retweet
marinareman,coldwar20_ru,Directed,Retweet
markingrig,coldwar20_ru,Directed,Retweet
maxsundukov,coldwar20_ru,Directed,Retweet
maxyasta,coldwar20_ru,Directed,Retweet
mihanovikov,coldwar20_ru,Directed,Retweet
misha_lopik,coldwar20_ru,Directed,Retweet
new_ageofmee,coldwar20_ru,Directed,Retweet
nikannika,coldwar20_ru,Directed,Retweet
ocimnocxi,coldwar20_ru,Directed,Retweet
old_new_policy,coldwar20_ru,Directed,Retweet
olyabolsh,coldwar20_ru,Directed,Retweet
patriotka_rusi,coldwar20_ru,Directed,Retweet
ponomarevslav,coldwar20_ru,Directed,Retweet
prosto_neprost,coldwar20_ru,Directed,Retweet
radnikovamsk,coldwar20_ru,Directed,Retweet
ritaphilipp,coldwar20_ru,Directed,Retweet
ruslanvaxidov,coldwar20_ru,Directed,Retweet
sabudai100,coldwar20_ru,Directed,Retweet
saganovavalya,coldwar20_ru,Directed,Retweet
semi_zoo,coldwar20_ru,Directed,Retweet
sergaksen,coldwar20_ru,Directed,Retweet
sergbriantsev,coldwar20_ru,Directed,Retweet
sergeev_tolik,coldwar20_ru,Directed,Retweet
sergeevich_art,coldwar20_ru,Directed,Retweet
sergeyavdaev,coldwar20_ru,Directed,Retweet
shurik_nesterov,coldwar20_ru,Directed,Retweet
sonyanikto,coldwar20_ru,Directed,Retweet
sovetnikstatski,coldwar20_ru,Directed,Retweet
tema_artema_,coldwar20_ru,Directed,Retweet
tibufofamac,coldwar20_ru,Directed,Retweet
timosha_super,coldwar20_ru,Directed,Retweet
tolko_anatolko,coldwar20_ru,Directed,Retweet
valeyina_dm,coldwar20_ru,Directed,Retweet
varyagkreyser,coldwar20_ru,Directed,Retweet
vasilichvasili,coldwar20_ru,Directed,Retweet
vengerovaa,coldwar20_ru,Directed,Retweet
viborisova,coldwar20_ru,Directed,Retweet
vikaholidays,coldwar20_ru,Directed,Retweet
vikaklybnika_,coldwar20_ru,Directed,Retweet
viktor_lavren,coldwar20_ru,Directed,Retweet
virendra_coffin,coldwar20_ru,Directed,Retweet
vlada_pollo,coldwar20_ru,Directed,Retweet
vladimir_cmirno,coldwar20_ru,Directed,Retweet
vladislav_pom,coldwar20_ru,Directed,Retweet
vorobuchek_,coldwar20_ru,Directed,Retweet
yaroslavveliky,coldwar20_ru,Directed,Retweet
zinovchi,coldwar20_ru,Directed,Retweet
zlobuchka,coldwar20_ru,Directed,Retweet
zvezdnii_voin,coldwar20_ru,Directed,Retweet
colinsneverland,evagreen69,Directed,Retweet
colinsneverland,garrettsimpson_,Directed,Retweet
comeandgetitaaw,politweecs,Directed,Retweet
comradzampolit,manzal_,Directed,Retweet
comradzampolit,russianallies,Directed,Retweet
comradzampolit,lugansknovosti,Directed,Retweet
comradzampolit,novostidamask,Directed,Retweet
comradzampolit,novostiuf,Directed,Retweet
comradzampolit,old_new_policy,Directed,Retweet
comradzampolit,tribunaonline24,Directed,Retweet
comradzampolit,whitehousecards,Directed,Retweet
crazycretaceous,comradzampolit,Directed,Retweet
czar_the_one,comradzampolit,Directed,Retweet
daerokiba,comradzampolit,Directed,Retweet
dannymaslov,comradzampolit,Directed,Retweet
devyatkof,comradzampolit,Directed,Retweet
diman__dima,comradzampolit,Directed,Retweet
dmitribelov12,comradzampolit,Directed,Retweet
duradurnova,comradzampolit,Directed,Retweet
duuuuuuuuuk,comradzampolit,Directed,Retweet
emma_kvn,comradzampolit,Directed,Retweet
eugnbalyasin,comradzampolit,Directed,Retweet
evgenishenko,comradzampolit,Directed,Retweet
fedotovaroza,comradzampolit,Directed,Retweet
fightconstanta,comradzampolit,Directed,Retweet
garr_v_,comradzampolit,Directed,Retweet
gavrilova1love,comradzampolit,Directed,Retweet
gavrushamsk,comradzampolit,Directed,Retweet
goaoll,comradzampolit,Directed,Retweet
grigorant,comradzampolit,Directed,Retweet
grishazubkov,comradzampolit,Directed,Retweet
grishinvanno,comradzampolit,Directed,Retweet
gvardeykalena,comradzampolit,Directed,Retweet
hulckhogann,comradzampolit,Directed,Retweet
igorberejnev,comradzampolit,Directed,Retweet
illi_alt,comradzampolit,Directed,Retweet
ilonagrishanina,comradzampolit,Directed,Retweet
ingaprus,comradzampolit,Directed,Retweet
inna_vinocury,comradzampolit,Directed,Retweet
irairairen,comradzampolit,Directed,Retweet
iralironova,comradzampolit,Directed,Retweet
irusikpusik78,comradzampolit,Directed,Retweet
isaevbro,comradzampolit,Directed,Retweet
ivannikiphorof,comradzampolit,Directed,Retweet
ivanovadan,comradzampolit,Directed,Retweet
jamimahdi,comradzampolit,Directed,Retweet
juliannaparf,comradzampolit,Directed,Retweet
july_reutova,comradzampolit,Directed,Retweet
k_gaydukova,comradzampolit,Directed,Retweet
katya_born,comradzampolit,Directed,Retweet
kayrovakayrova,comradzampolit,Directed,Retweet
killmeplsagain,comradzampolit,Directed,Retweet
kirllvil,comradzampolit,Directed,Retweet
kirmux,comradzampolit,Directed,Retweet
kolradskiy_zhuk,comradzampolit,Directed,Retweet
kotovamarys,comradzampolit,Directed,Retweet
kpesmina,comradzampolit,Directed,Retweet
krivelev_law,comradzampolit,Directed,Retweet
ksyivakino,comradzampolit,Directed,Retweet
lapinolegg,comradzampolit,Directed,Retweet
