Source,Target,Type,Rel 
transspbgpu,maxdementiev,Directed,Retweet
trebitova,maxdementiev,Directed,Retweet
trusbalbes,maxdementiev,Directed,Retweet
tttanyatt,maxdementiev,Directed,Retweet
twi_azernikov,maxdementiev,Directed,Retweet
unicornrainbws,maxdementiev,Directed,Retweet
v_danchicov,maxdementiev,Directed,Retweet
v_vasilevna,maxdementiev,Directed,Retweet
vadmmm,maxdementiev,Directed,Retweet
vaganovaslava,maxdementiev,Directed,Retweet
vakulenkovass,maxdementiev,Directed,Retweet
valensij_,maxdementiev,Directed,Retweet
valerademchyk,maxdementiev,Directed,Retweet
valeronaduev,maxdementiev,Directed,Retweet
valeryaberestev,maxdementiev,Directed,Retweet
valeyina_dm,maxdementiev,Directed,Retweet
valyamoor,maxdementiev,Directed,Retweet
varginslava,maxdementiev,Directed,Retweet
varvara_all,maxdementiev,Directed,Retweet
varvardub,maxdementiev,Directed,Retweet
varyagkreyser,maxdementiev,Directed,Retweet
vas_mordvin,maxdementiev,Directed,Retweet
vashurkinmich,maxdementiev,Directed,Retweet
vasilfaith,maxdementiev,Directed,Retweet
vasilievant,maxdementiev,Directed,Retweet
vaskashelest,maxdementiev,Directed,Retweet
vasyadobriy,maxdementiev,Directed,Retweet
vazhankov,maxdementiev,Directed,Retweet
vedenskiyartem,maxdementiev,Directed,Retweet
vernigorovan1,maxdementiev,Directed,Retweet
viachikzuev,maxdementiev,Directed,Retweet
viborisova,maxdementiev,Directed,Retweet
vikaholidays,maxdementiev,Directed,Retweet
vikaklybnika_,maxdementiev,Directed,Retweet
vikazotovaa,maxdementiev,Directed,Retweet
vikus1992,maxdementiev,Directed,Retweet
virendra_coffin,maxdementiev,Directed,Retweet
vitaegorov,maxdementiev,Directed,Retweet
vladalvanova,maxdementiev,Directed,Retweet
vladevlanin,maxdementiev,Directed,Retweet
vladimir_cmirno,maxdementiev,Directed,Retweet
vladimirkorz,maxdementiev,Directed,Retweet
vladislav_1986,maxdementiev,Directed,Retweet
vladislav_pom,maxdementiev,Directed,Retweet
vlasov_ya_,maxdementiev,Directed,Retweet
vld_am,maxdementiev,Directed,Retweet
vodniikrasnov,maxdementiev,Directed,Retweet
volodinart,maxdementiev,Directed,Retweet
vorobevanadya,maxdementiev,Directed,Retweet
voron_mih,maxdementiev,Directed,Retweet
vorovskyy,maxdementiev,Directed,Retweet
vverayakovleva,maxdementiev,Directed,Retweet
vysekii,maxdementiev,Directed,Retweet
vysekii1,maxdementiev,Directed,Retweet
wikavecykeko,maxdementiev,Directed,Retweet
ya_yarik_,maxdementiev,Directed,Retweet
yah_malina,maxdementiev,Directed,Retweet
ykudaj681,maxdementiev,Directed,Retweet
yllia0,maxdementiev,Directed,Retweet
zabelinn,maxdementiev,Directed,Retweet
zaozerskyvlad,maxdementiev,Directed,Retweet
zaytcevy,maxdementiev,Directed,Retweet
zdrastenastia,maxdementiev,Directed,Retweet
zebroid_23,maxdementiev,Directed,Retweet
zhivnov,maxdementiev,Directed,Retweet
zimnikovavenera,maxdementiev,Directed,Retweet
zlobuchka,maxdementiev,Directed,Retweet
znatniybukharik,maxdementiev,Directed,Retweet
zotova_uno,maxdementiev,Directed,Retweet
zshaanna,maxdementiev,Directed,Retweet
zvezdnii_voin,maxdementiev,Directed,Retweet
maxfritzz,schultei2,Directed,Retweet
maxgubanov,novostimsk,Directed,Retweet
maxgubanov,rudemyanenko,Directed,Retweet
maxgubanov,zubovnik,Directed,Retweet
maxim_arhip,nikolaevni,Directed,Retweet
maxim_arhip,pashabatyrev,Directed,Retweet
maxim_arhip,uliabelushiva,Directed,Retweet
maxim_arhip,viktor_lavren,Directed,Retweet
maxim_arhip,vitaegorov,Directed,Retweet
maxim_arhip,zubovnik,Directed,Retweet
mishka_bagirov,maxim_arhip,Directed,Retweet
nikolaevni,maxim_arhip,Directed,Retweet
maxsundukov,nevnov_ru,Directed,Retweet
maxsundukov,nini_711,Directed,Retweet
maxsundukov,nucolewp2000,Directed,Retweet
maxsundukov,politvlast,Directed,Retweet
maxsundukov,russia42tv,Directed,Retweet
maxsundukov,zubovnik,Directed,Retweet
maxyasta,politvlast,Directed,Retweet
maxyasta,zubovnik,Directed,Retweet
maymaymyy,politweecs,Directed,Retweet
maymaymyy,roomofrumor,Directed,Retweet
maymaymyy,siccerthanyou,Directed,Retweet
maymaymyy,specialaffair,Directed,Retweet
mdegorov,politvlast,Directed,Retweet
mdegorov,vitanosova,Directed,Retweet
mdegorov,zubovnik,Directed,Retweet
med_harley,novostichel,Directed,Retweet
med_harley,novostivrnezh,Directed,Retweet
med_harley,ruopentwit,Directed,Retweet
med_harley,tribunaonline24,Directed,Retweet
med_harley,whitehousecards,Directed,Retweet
medvediha777,novostispb,Directed,Retweet
medvediha777,novostiuf,Directed,Retweet
medvediha777,politvlast,Directed,Retweet
medvediha777,riafanru,Directed,Retweet
medvediha777,vitanosova,Directed,Retweet
medvediha777,zubovnik,Directed,Retweet
worldofhashtags,meggieoneil,Directed,Retweet
melanymelanin,trayneshacole,Directed,Retweet
melissayesiam,willie_bign,Directed,Retweet
melvinsroberts,thefoundingson,Directed,Retweet
memarinago,novostichel,Directed,Retweet
memarinago,novostikzn,Directed,Retweet
memarinago,novostirnd,Directed,Retweet
memarinago,novostismr,Directed,Retweet
memarinago,novostiuf,Directed,Retweet
memarinago,riafanru,Directed,Retweet
memarinago,zubovnik,Directed,Retweet
mermacie,politvlast,Directed,Retweet
mermacie,zubovnik,Directed,Retweet
new_ageofmee,mermacie,Directed,Retweet
semi_zoo,mermacie,Directed,Retweet
sergeevich_art,mermacie,Directed,Retweet
sergo_yarosh,mermacie,Directed,Retweet
shurik_nesterov,mermacie,Directed,Retweet
vikazotovaa,mermacie,Directed,Retweet
mhsergeev,polyegolovy,Directed,Retweet
mhsergeev,riafanru,Directed,Retweet
mhsergeev,zubovnik,Directed,Retweet
michatlas,novostikzn,Directed,Retweet
michatlas,novostirnd,Directed,Retweet
michatlas,riafanru,Directed,Retweet
michatlas,zubovnik,Directed,Retweet
michellearry,pamela_moore13,Directed,Retweet
michellearry,reachitdoit,Directed,Retweet
michellearry,roomofrumor,Directed,Retweet
michellearry,screamymonkey,Directed,Retweet
michellearry,southlonestar,Directed,Retweet
michellearry,specialaffair,Directed,Retweet
michellearry,ten_gop,Directed,Retweet
michellearry,usa_gunslinger,Directed,Retweet
michellearry,worldofhashtags,Directed,Retweet
micparrish,specialaffair,Directed,Retweet
mideastview,warfareww,Directed,Retweet
nagib_saleh,mideastview,Directed,Retweet
tagirhasavi,mideastview,Directed,Retweet
tanzilsaid,mideastview,Directed,Retweet
miha_plet,novostispb,Directed,Retweet
miha_plet,zubovnik,Directed,Retweet
mihadub,novostispb,Directed,Retweet
mihadub,sergo_yarosh,Directed,Retweet
mihadub,zubovnik,Directed,Retweet
mihailbugrov,novostikzn,Directed,Retweet
mihailbugrov,novostinsk,Directed,Retweet
mihailbugrov,riafanru,Directed,Retweet
mihailbugrov,zubovnik,Directed,Retweet
mihailkuznetzo1,novostispb,Directed,Retweet
mihailkuznetzo1,vitanosova,Directed,Retweet
mihailkuznetzo1,zubovnik,Directed,Retweet
mihanovikov,novostidamask,Directed,Retweet
mihanovikov,ruopentwit,Directed,Retweet
mihanovikov,russianallies,Directed,Retweet
mihanovikov,zubovnik,Directed,Retweet
mihgorbunov,novostispb,Directed,Retweet
mihhblack,mtthsberger,Directed,Retweet
mihhblack,paulinaneustart,Directed,Retweet
mihhblack,vickiebarbar,Directed,Retweet
mtthsberger,mihhblack,Directed,Retweet
paulinaneustart,mihhblack,Directed,Retweet
wernerboch,mihhblack,Directed,Retweet
mil0blake,pamela_moore13,Directed,Retweet
mil0blake,thefoundingson,Directed,Retweet
mil0blake,worldofhashtags,Directed,Retweet
mila_nord,novostimsk,Directed,Retweet
mila_nord,novostispb,Directed,Retweet
mila_nord,riafanru,Directed,Retweet
milagenina,novostinsk,Directed,Retweet
milagenina,novostispb,Directed,Retweet
milagenina,riafanru,Directed,Retweet
milagenina,zubovnik,Directed,Retweet
milanadur,novostinsk,Directed,Retweet
milanadur,novostispb,Directed,Retweet
milanadur,riafanru,Directed,Retweet
milena_nihao,novosticrimea,Directed,Retweet
milena_nihao,novostiekb,Directed,Retweet
milena_nihao,novostimsk,Directed,Retweet
milena_nihao,novostismr,Directed,Retweet
milena_nihao,riafanru,Directed,Retweet
milena_nihao,vunona,Directed,Retweet
milena_nihao,zubovnik,Directed,Retweet
milenaruineva,novostikzn,Directed,Retweet
milenaruineva,novostispb,Directed,Retweet
milenaruineva,riafanru,Directed,Retweet
milenaruineva,saftex,Directed,Retweet
milenaruineva,zubovnik,Directed,Retweet
milmilmila_,novostispb,Directed,Retweet
milmilmila_,politvlast,Directed,Retweet
milmilmila_,riafanru,Directed,Retweet
milmilmila_,zubovnik,Directed,Retweet
milorudenko,zubovnik,Directed,Retweet
miniakinandrew,new_ageofmee,Directed,Retweet
miniakinandrew,nickzlobin,Directed,Retweet
miniakinandrew,nini_711,Directed,Retweet
miniakinandrew,novostispb,Directed,Retweet
miniakinandrew,politvlast,Directed,Retweet
miniakinandrew,robert_shander,Directed,Retweet
mirpolitica,novostidamask,Directed,Retweet
old_new_policy,mirpolitica,Directed,Retweet
misha_lopik,politvlast,Directed,Retweet
misha_lopik,sergo_yarosh,Directed,Retweet
misha_lopik,zubovnik,Directed,Retweet
misha_prokf,novostispb,Directed,Retweet
misha_prokf,nucolewp2000,Directed,Retweet
misha_prokf,rita_one_love,Directed,Retweet
misha_prokf,zubovnik,Directed,Retweet
sergeevich_art,misha_prokf,Directed,Retweet
mishagerbenev,novostiekb,Directed,Retweet
mishagerbenev,novostikzn,Directed,Retweet
mishagerbenev,riafanru,Directed,Retweet
mishka_bagirov,novostikzn,Directed,Retweet
mishka_bagirov,ruopentwit,Directed,Retweet
mishka_bagirov,viktor_lavren,Directed,Retweet
mishka_bagirov,vitaegorov,Directed,Retweet
viktor_lavren,mishka_bagirov,Directed,Retweet
misslililover,politkach,Directed,Retweet
misslililover,riafanru,Directed,Retweet
misslililover,rudemyanenko,Directed,Retweet
missnadille,novostiomska,Directed,Retweet
missnadille,novostispb,Directed,Retweet
missnadille,riafanru,Directed,Retweet
missourinewsus,pamela_moore13,Directed,Retweet
pamela_moore13,missourinewsus,Directed,Retweet
mmmaaaashu,nickzlobin,Directed,Retweet
mmmaaaashu,riafanru,Directed,Retweet
mmmaaaashu,zubovnik,Directed,Retweet
moda_barina,ruopentwit,Directed,Retweet
moda_barina,strokinovi,Directed,Retweet
moda_barina,tribunaonline24,Directed,Retweet
monmonica23,politweecs,Directed,Retweet
monmonica23,sophiekole,Directed,Retweet
mosoblstalker,novostispb,Directed,Retweet
mosoblstalker,nucolewp2000,Directed,Retweet
mosoblstalker,val_zol,Directed,Retweet
nini_711,mosoblstalker,Directed,Retweet
operator_so,mosoblstalker,Directed,Retweet
semi_zoo,mosoblstalker,Directed,Retweet
motherlandr,zubovnik,Directed,Retweet
old_new_policy,motherlandr,Directed,Retweet
politics_t0day,motherlandr,Directed,Retweet
nikita_zal,motreha,Directed,Retweet
rosist_n1,motreha,Directed,Retweet
semi_zoo,motreha,Directed,Retweet
mr_clampin,politweecs,Directed,Retweet
mr_clampin,puredavie,Directed,Retweet
mrclydepratt,trayneshacole,Directed,Retweet
mrjacksjackson,screamymonkey,Directed,Retweet
mrjacksjackson,specialaffair,Directed,Retweet
mrmoraan,trayneshacole,Directed,Retweet
mrmoraan,williams8kalvin,Directed,Retweet
williethelion,mrmustachee,Directed,Retweet
msheathowens,pati_cooper,Directed,Retweet
msheathowens,roomofrumor,Directed,Retweet
msheathowens,screamymonkey,Directed,Retweet
msheathowens,specialaffair,Directed,Retweet
msheathowens,stanley_cox_,Directed,Retweet
mtthsberger,wernerboch,Directed,Retweet
mwoodslw,mtthsberger,Directed,Retweet
paulinaneustart,mtthsberger,Directed,Retweet
stwagnerariana,mtthsberger,Directed,Retweet
vickiebarbar,mtthsberger,Directed,Retweet
wernerboch,mtthsberger,Directed,Retweet
muhrashmuh,riafanru,Directed,Retweet
muhrashmuh,warfareww,Directed,Retweet
muhsadig,novostimsk,Directed,Retweet
muhsadig,novostispb,Directed,Retweet
muhsadig,oh_misspizza,Directed,Retweet
muhsadig,riafanru,Directed,Retweet
muravickiyy,zubovnik,Directed,Retweet
musallimmahmud1,todayinsyria,Directed,Retweet
musamuhmuh,novostimsk,Directed,Retweet
musamuhmuh,riafanru,Directed,Retweet
musamuhmuh,warfareww,Directed,Retweet
mwoodslw,paulinaneustart,Directed,Retweet
mwoodslw,petermaglob,Directed,Retweet
mwoodslw,vickiebarbar,Directed,Retweet
mwoodslw,wernerboch,Directed,Retweet
mx_jt,novostiekb,Directed,Retweet
mx_jt,novostispb,Directed,Retweet
mx_jt,riafanru,Directed,Retweet
mx_jt,russia42tv,Directed,Retweet
mx_jt,zubovnik,Directed,Retweet
mygaprince,novosticrimea,Directed,Retweet
mygaprince,novostispb,Directed,Retweet
mygaprince,riafanru,Directed,Retweet
myquicksilver,nickzlobin,Directed,Retweet
myquicksilver,nkira1,Directed,Retweet
myquicksilver,politvlast,Directed,Retweet
myquicksilver,zubovnik,Directed,Retweet
myrrv13,novostikzn,Directed,Retweet
myrrv13,novostispb,Directed,Retweet
myrrv13,oh_misspizza,Directed,Retweet
myrrv13,riafanru,Directed,Retweet
myrrv13,zubovnik,Directed,Retweet
mysoulaches,novostimsk,Directed,Retweet
mysoulaches,novostispb,Directed,Retweet
mysoulaches,riafanru,Directed,Retweet
mysoulaches,zubovnik,Directed,Retweet
mysunnysun,novostikzn,Directed,Retweet
mysunnysun,novostimsk,Directed,Retweet
mysunnysun,riafanru,Directed,Retweet
mysunnysun,zubovnik,Directed,Retweet
n1tegrl,nevnov_ru,Directed,Retweet
n1tegrl,novostimsk,Directed,Retweet
n1tegrl,novostispb,Directed,Retweet
n1tegrl,politvlast,Directed,Retweet
n1tegrl,riafanru,Directed,Retweet
n1tegrl,vitanosova,Directed,Retweet
n1tegrl,zubovnik,Directed,Retweet
nikita_baglaev,nadenkaavdeeva,Directed,Retweet
nikita_zal,nadenkaavdeeva,Directed,Retweet
nini_711,nadenkaavdeeva,Directed,Retweet
politics__2014,nadenkaavdeeva,Directed,Retweet
nagib_saleh,warfareww,Directed,Retweet
nagib_saleh,todayinsyria,Directed,Retweet
nanajdawson,politweecs,Directed,Retweet
nasty_grach,novostikzn,Directed,Retweet
nasty_grach,novostimsk,Directed,Retweet
nasty_grach,novostispb,Directed,Retweet
nasty_grach,riafanru,Directed,Retweet
nasty_grach,zubovnik,Directed,Retweet
natali_beast,nevnov_ru,Directed,Retweet
natali_beast,nickzlobin,Directed,Retweet
natali_beast,politvlast,Directed,Retweet
natali_beast,riafanru,Directed,Retweet
natali_beast,virendra_coffin,Directed,Retweet
natali_beast,zubovnik,Directed,Retweet
natalia_legalad,riafanru,Directed,Retweet
natalia_legalad,zubovnik,Directed,Retweet
nataliakudrova,novostispb,Directed,Retweet
nataliakudrova,riafanru,Directed,Retweet
nataliakudrova,zubovnik,Directed,Retweet
natalipetrick,novosticrimea,Directed,Retweet
natalipetrick,novostispb,Directed,Retweet
natalipetrick,politkach,Directed,Retweet
natalipetrick,riafanru,Directed,Retweet
natalipetrick,rudemyanenko,Directed,Retweet
natalyvasuhnova,novostimsk,Directed,Retweet
natalyvasuhnova,novostispb,Directed,Retweet
natalyvasuhnova,riafanru,Directed,Retweet
natalyvasuhnova,zubovnik,Directed,Retweet
natashapavlovaa,riafanru,Directed,Retweet
ndr_bolozyb,puzja,Directed,Retweet
nehemiahx,trayneshacole,Directed,Retweet
neme_si,novostimsk,Directed,Retweet
neme_si,novostispb,Directed,Retweet
neme_si,riafanru,Directed,Retweet
neme_si,rudemyanenko,Directed,Retweet
nemovvova,novostispb,Directed,Retweet
nemovvova,zubovnik,Directed,Retweet
nenadobanit,novosticrimea,Directed,Retweet
nenadobanit,riafanru,Directed,Retweet
nenadobanit,zubovnik,Directed,Retweet
nevnov_ru,novostispb,Directed,Retweet
nik_vasiliy,nevnov_ru,Directed,Retweet
novostispb,nevnov_ru,Directed,Retweet
odinecsasha,nevnov_ru,Directed,Retweet
orehovanatalja,nevnov_ru,Directed,Retweet
photophomin,nevnov_ru,Directed,Retweet
sasha_petrenk,nevnov_ru,Directed,Retweet
secondson6969,nevnov_ru,Directed,Retweet
sergaksen,nevnov_ru,Directed,Retweet
sergeev_tolik,nevnov_ru,Directed,Retweet
sergey__o,nevnov_ru,Directed,Retweet
sobolev_deniss,nevnov_ru,Directed,Retweet
stepansazono,nevnov_ru,Directed,Retweet
svetikall,nevnov_ru,Directed,Retweet
ta_m_a_rka,nevnov_ru,Directed,Retweet
yaroslavveliky,nevnov_ru,Directed,Retweet
new_ageofmee,nickzlobin,Directed,Retweet
new_ageofmee,novostimsk,Directed,Retweet
new_ageofmee,novostispb,Directed,Retweet
new_ageofmee,nucolewp2000,Directed,Retweet
new_ageofmee,ocimnocxi,Directed,Retweet
new_ageofmee,pavignatiev,Directed,Retweet
new_ageofmee,photophomin,Directed,Retweet
new_ageofmee,theovyazgin,Directed,Retweet
new_ageofmee,v_vasilevna,Directed,Retweet
new_ageofmee,virendra_coffin,Directed,Retweet
new_ageofmee,yattvrussia,Directed,Retweet
new_ageofmee,zaytcevy,Directed,Retweet
new_ageofmee,zubovnik,Directed,Retweet
nickzlobin,new_ageofmee,Directed,Retweet
nikita_zal,new_ageofmee,Directed,Retweet
nini_711,new_ageofmee,Directed,Retweet
rosist_n1,new_ageofmee,Directed,Retweet
rostsergeev,new_ageofmee,Directed,Retweet
sborisoglebsky,new_ageofmee,Directed,Retweet
supportruth,new_ageofmee,Directed,Retweet
teodor_fm_,new_ageofmee,Directed,Retweet
valentinyakush,new_ageofmee,Directed,Retweet
neznkate,novostispb,Directed,Retweet
neznkate,politvlast,Directed,Retweet
neznkate,riafanru,Directed,Retweet
neznkate,zubovnik,Directed,Retweet
nickzlobin,riafanru,Directed,Retweet
nickzlobin,robert_shander,Directed,Retweet
nickzlobin,zubovnik,Directed,Retweet
nikita_zal,nickzlobin,Directed,Retweet
nikolayvakhrush,nickzlobin,Directed,Retweet
nini_711,nickzlobin,Directed,Retweet
parhomenkoyury,nickzlobin,Directed,Retweet
pavelvasilie,nickzlobin,Directed,Retweet
petrenkom_,nickzlobin,Directed,Retweet
pikinbogdan,nickzlobin,Directed,Retweet
rburno_,nickzlobin,Directed,Retweet
rosist_n1,nickzlobin,Directed,Retweet
rostsergeev,nickzlobin,Directed,Retweet
rus_anis,nickzlobin,Directed,Retweet
sborisoglebsky,nickzlobin,Directed,Retweet
semi_zoo,nickzlobin,Directed,Retweet
sergeevich_art,nickzlobin,Directed,Retweet
sergo_yarosh,nickzlobin,Directed,Retweet
slavabulatov,nickzlobin,Directed,Retweet
slavaseroff,nickzlobin,Directed,Retweet
slavoslov,nickzlobin,Directed,Retweet
smolnyvasiliy,nickzlobin,Directed,Retweet
supportruth,nickzlobin,Directed,Retweet
teodor_fm_,nickzlobin,Directed,Retweet
timborvicky,nickzlobin,Directed,Retweet
valentinyakush,nickzlobin,Directed,Retweet
varginslava,nickzlobin,Directed,Retweet
vovanabramkin,nickzlobin,Directed,Retweet
zazhilmikhail,nickzlobin,Directed,Retweet
zendmitrov,nickzlobin,Directed,Retweet
zvezdnii_voin,nickzlobin,Directed,Retweet
nik__angela,novostimsk,Directed,Retweet
nik__angela,novostiomska,Directed,Retweet
nik__angela,novostirnd,Directed,Retweet
nik__angela,novostismr,Directed,Retweet
nik__angela,puzja,Directed,Retweet
nik__angela,riafanru,Directed,Retweet
nik__angela,val_zol,Directed,Retweet
nik__angela,zililinym,Directed,Retweet
nik_vasiliy,politvlast,Directed,Retweet
nikaafanchik,novostiekb,Directed,Retweet
nikaafanchik,novostimsk,Directed,Retweet
nikaafanchik,riafanru,Directed,Retweet
nikaafanchik,rudemyanenko,Directed,Retweet
nikafast,novostispb,Directed,Retweet
nikannika,novostispb,Directed,Retweet
nikannika,nucolewp2000,Directed,Retweet
nikannika,zubovnik,Directed,Retweet
nikita_baglaev,novostikzn,Directed,Retweet
nikita_baglaev,novostispb,Directed,Retweet
nikita_baglaev,politvlast,Directed,Retweet
nikita_baglaev,riafanru,Directed,Retweet
nikita_baglaev,ruseye,Directed,Retweet
nikita_baglaev,stopigra10,Directed,Retweet
nikita_baglaev,vunona,Directed,Retweet
nikita_baglaev,zina_romova,Directed,Retweet
nikita_zal,nikschehov,Directed,Retweet
nikita_zal,nini__2014,Directed,Retweet
nikita_zal,photophomin,Directed,Retweet
nikita_zal,politvlast,Directed,Retweet
nikita_zal,rapirago,Directed,Retweet
nikita_zal,ruseye,Directed,Retweet
nikita_zal,teodor_fm_,Directed,Retweet
nikita_zal,theovyazgin,Directed,Retweet
nikita_zal,vikatiranova,Directed,Retweet
nikita_zal,virendra_coffin,Directed,Retweet
nikita_zal,vizydyreguji,Directed,Retweet
nikita_zal,vunona,Directed,Retweet
nikkiriushin,novostispb,Directed,Retweet
nikkiriushin,zubovnik,Directed,Retweet
nikolaevni,vitaegorov,Directed,Retweet
nikolaizagaid,novostichel,Directed,Retweet
nikolaizagaid,novostikzn,Directed,Retweet
nikolaizagaid,novostirnd,Directed,Retweet
nikolaizagaid,riafanru,Directed,Retweet
nikolaizagaid,zubovnik,Directed,Retweet
nikolakalinov,ruopentwit,Directed,Retweet
nikolay_lev,novostispb,Directed,Retweet
nikolay_lev,zubovnik,Directed,Retweet
nikolayvakhrush,nini_711,Directed,Retweet
nikolayvakhrush,politvlast,Directed,Retweet
nikolayvakhrush,theovyazgin,Directed,Retweet
nikschehov,riafanru,Directed,Retweet
nikschehov,zililinym,Directed,Retweet
nikschehov,zubovnik,Directed,Retweet
rosist_n1,nikschehov,Directed,Retweet
semi_zoo,nikschehov,Directed,Retweet
nini_711,nucolewp2000,Directed,Retweet
nini_711,politvlast,Directed,Retweet
nini_711,riafanru,Directed,Retweet
nini_711,rodya_bez,Directed,Retweet
nini_711,ruseye,Directed,Retweet
nini_711,sashagreece,Directed,Retweet
nini_711,theovyazgin,Directed,Retweet
nini_711,virendra_coffin,Directed,Retweet
nini_711,vitanosova,Directed,Retweet
nini_711,vladislav_pom,Directed,Retweet
nini_711,yah_malina,Directed,Retweet
nini_711,zendmitrov,Directed,Retweet
nini__2014,nini_711,Directed,Retweet
parhomenkoyury,nini_711,Directed,Retweet
smolnyvasiliy,nini_711,Directed,Retweet
trusbalbes,nini_711,Directed,Retweet
valentinyakush,nini_711,Directed,Retweet
virendra_coffin,nini_711,Directed,Retweet
vladevlanin,nini_711,Directed,Retweet
vovanabramkin,nini_711,Directed,Retweet
zazhilmikhail,nini_711,Directed,Retweet
nini__2014,novostimsk,Directed,Retweet
nini__2014,politkach,Directed,Retweet
nini__2014,riafanru,Directed,Retweet
nini__2014,rudemyanenko,Directed,Retweet
rus_anis,nini__2014,Directed,Retweet
ninokstrange,novosticrimea,Directed,Retweet
ninokstrange,novostimsk,Directed,Retweet
ninokstrange,politvlast,Directed,Retweet
ninokstrange,riafanru,Directed,Retweet
ninokstrange,vitanosova,Directed,Retweet
ninokstrange,zubovnik,Directed,Retweet
notballinyet,nj_blacknews,Directed,Retweet
robertebonyking,nj_blacknews,Directed,Retweet
queennarielle,nj_blacknews,Directed,Retweet
scttcrsn,nj_blacknews,Directed,Retweet
wokefromday1,nj_blacknews,Directed,Retweet
nkira1,novostispb,Directed,Retweet
sbelov_,nkira1,Directed,Retweet
semi_zoo,nkira1,Directed,Retweet
vlada_pollo,nkira1,Directed,Retweet
nntummin,novostikzn,Directed,Retweet
nntummin,riafanru,Directed,Retweet
nntummin,zubovnik,Directed,Retweet
nojonathonno,siccerthanyou,Directed,Retweet
nojonathonno,tessyelmore,Directed,Retweet
nojonathonno,trayneshacole,Directed,Retweet
ramonasnails,nojonathonno,Directed,Retweet
nolnaoou,novostispb,Directed,Retweet
nolnaoou,riafanru,Directed,Retweet
nolnaoou,zubovnik,Directed,Retweet
nonnaisaeva,novostikzn,Directed,Retweet
nonnaisaeva,riafanru,Directed,Retweet
nonnaisaeva,zubovnik,Directed,Retweet
nonnn_stop,novostispb,Directed,Retweet
noorad_din,novostimsk,Directed,Retweet
noorad_din,riafanru,Directed,Retweet
noorad_din,warfareww,Directed,Retweet
noorad_din,zubovnik,Directed,Retweet
thomas_gerster,norberdtweger,Directed,Retweet
notritahart,thefoundingson,Directed,Retweet
worldofhashtags,notritahart,Directed,Retweet
novostiarkh,novosticrimea,Directed,Retweet
novostiarkh,novostiekb,Directed,Retweet
novostiarkh,novostimsk,Directed,Retweet
novostiarkh,novostinsk,Directed,Retweet
novostiarkh,novostirnd,Directed,Retweet
novostiarkh,novostiyarsl,Directed,Retweet
novostimsk,novostiarkh,Directed,Retweet
novostiastrhn,novostimsk,Directed,Retweet
novostiastrhn,novostispb,Directed,Retweet
novostibarnaul,novostimsk,Directed,Retweet
novostibarnaul,novostispb,Directed,Retweet
novostichel,novosticrimea,Directed,Retweet
novostichel,novostiekb,Directed,Retweet
novostichel,novostimsk,Directed,Retweet
novostichel,novostinsk,Directed,Retweet
novostichel,novostirnd,Directed,Retweet
novostichel,novostispb,Directed,Retweet
novostimsk,novostichel,Directed,Retweet
radsabrad,novostichel,Directed,Retweet
romaromaan,novostichel,Directed,Retweet
slavagolcev,novostichel,Directed,Retweet
stylebyalla,novostichel,Directed,Retweet
svetamercury,novostichel,Directed,Retweet
svetlanaleshkov,novostichel,Directed,Retweet
tabachim,novostichel,Directed,Retweet
vikaklybnika_,novostichel,Directed,Retweet
vlada_pollo,novostichel,Directed,Retweet
novosticrimea,novostiekb,Directed,Retweet
novosticrimea,novostimsk,Directed,Retweet
novosticrimea,novostinsk,Directed,Retweet
novosticrimea,novostirnd,Directed,Retweet
novosticrimea,novostispb,Directed,Retweet
novosticrimea,vestniktula,Directed,Retweet
novostikzn,novosticrimea,Directed,Retweet
novostimsk,novosticrimea,Directed,Retweet
novostinsk,novosticrimea,Directed,Retweet
novostiomska,novosticrimea,Directed,Retweet
novostipermi,novosticrimea,Directed,Retweet
novostirnd,novosticrimea,Directed,Retweet
novostismr,novosticrimea,Directed,Retweet
oh_misspizza,novosticrimea,Directed,Retweet
old_new_policy,novosticrimea,Directed,Retweet
olenenock,novosticrimea,Directed,Retweet
olgamorozovamsk,novosticrimea,Directed,Retweet
olyalegend,novosticrimea,Directed,Retweet
poorekenna,novosticrimea,Directed,Retweet
regkaganova,novosticrimea,Directed,Retweet
reindeerdear,novosticrimea,Directed,Retweet
romanfuruchev,novosticrimea,Directed,Retweet
rozgalrima,novosticrimea,Directed,Retweet
sashagreece,novosticrimea,Directed,Retweet
shakymilky,novosticrimea,Directed,Retweet
sobakikazinaki,novosticrimea,Directed,Retweet
sokolosha,novosticrimea,Directed,Retweet
spbsashawolf,novosticrimea,Directed,Retweet
stylebyalla,novosticrimea,Directed,Retweet
svetikall,novosticrimea,Directed,Retweet
ta_m_a_rka,novosticrimea,Directed,Retweet
timosha_super,novosticrimea,Directed,Retweet
topsecret_lady,novosticrimea,Directed,Retweet
val_zol,novosticrimea,Directed,Retweet
varvardub,novosticrimea,Directed,Retweet
vernigorovan1,novosticrimea,Directed,Retweet
vitalyiderbenev,novosticrimea,Directed,Retweet
vlada_pollo,novosticrimea,Directed,Retweet
yah_malina,novosticrimea,Directed,Retweet
zina_romova,novosticrimea,Directed,Retweet
zshaanna,novosticrimea,Directed,Retweet
novostidamask,novostispb,Directed,Retweet
old_new_policy,novostidamask,Directed,Retweet
patriotka_rusi,novostidamask,Directed,Retweet
razvedchica_,novostidamask,Directed,Retweet
rogovilia,novostidamask,Directed,Retweet
