screen_name,componentnumber,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
YTAdvertisers,0,0,0,0,0,2
UN,0,0,0,0,0,17
CNN,0,0,0,0,0,1
washingtonpost,0,0,0,0,0,27
Reuters,0,0,0,0,0,16
KenRoth,0,0,0,0,0,26
NicoleAustinHil,0,0,0,0,0,26
TamaraTaraciuk,0,0,0,0,0,26
PhelimKine,0,0,0,0,0,26
TanyaLokshina,0,0,0,0,0,26
NeelaGhoshal,0,0,0,0,0,26
astroehlein,0,0,0,0,0,26
theprogressive,0,0,0,0,0,26
LotteLeicht1,0,0,0,0,0,26
Aya_Majzoub,0,0,0,0,0,26
priyanica,0,0,0,0,0,26
AMKlasing,0,0,0,0,0,26
Reaproy,0,0,0,0,0,26
JMVivancoHRW,0,0,0,0,0,26
grace_meng,0,0,0,0,0,26
ida_sawyer,0,0,0,0,0,26
euronews,0,0,0,0,0,26
AJEnglish,0,0,0,0,0,26
AmosToh,0,0,0,0,0,26
LieslHRW,0,0,0,0,0,26
Newsweek,0,0,0,0,0,26
Yaqiu,0,0,0,0,0,27
esinclairwebb,0,0,0,0,0,26
RachelKentTV,0,0,0,0,0,26
BBCAfrica,0,0,0,0,0,26
PoliceNG,0,0,0,0,0,26
jimmurphySF,0,0,0,0,0,26
jobeckerhrw,0,0,0,0,0,26
Eva_Cosse,0,0,0,0,0,26
akawire,0,0,0,0,0,26
SABCNewsOnline,0,0,0,0,0,26
rr_marina,0,0,0,0,0,26
LaetitiaBader,0,0,0,0,0,26
KooyJan,0,0,0,0,0,26
GerrySimpsonHRW,0,0,0,0,0,26
ajplus,0,0,0,0,0,26
sarahleah1,0,0,0,0,0,26
billvanesveld,0,0,0,0,0,26
KennjiKizuka,0,0,0,0,0,26
humanrights1st,0,0,0,0,0,26
mcconnell_m,0,0,0,0,0,26
BillFrelick,0,0,0,0,0,26
clarychka,0,0,0,0,0,26
HRW_Venezuela,0,0,0,0,0,26
dewamavhinga,0,0,0,0,0,26
jamesoatway,0,0,0,0,0,26
aufierp,0,0,0,0,0,26
HZayadin,0,0,0,0,0,26
sepehrifar,0,0,0,0,0,26
Anahita_shams,0,0,0,0,0,26
pressfreedom,0,0,0,0,0,26
rcfp,0,0,0,0,0,26
RSF_en,0,0,0,0,0,26
WenzelMichalski,0,0,0,0,0,26
ColumbiaLaw,0,0,0,0,0,26
CNNOpinion,0,0,0,0,0,26
Kartik__Raj,0,0,0,0,0,26
CPAGUK,0,0,0,0,0,26
yuliagorbunova_,0,0,0,0,0,26
Hromadske,0,0,0,0,0,27
andreasharsono,0,0,0,0,0,26
jokowi,0,0,0,0,0,26
Our_blood_one,0,6,0.258387,0.277277,0,0
4mzrmwMluJuf5Fv,0,0,0,0,0,0
hushamalkraoeh,0,0,0,0,0,0
Aletejah_TV,0,0,0,0,0,0
iraqba313,0,3,0.574713,0.632222,140.418182,10
ksshassh,0,0,0,0,0,10
raad_aljasany2,0,0,0,0,0,10
amerali_313,0,0,0,0,0,10
ArkanSumer,0,0,0,0,0,10
Versaci_,0,0,0,0,0,10
nahas2002,0,0,0,0,0,10
ehsan_taher,0,0,0,0,0,10
kh_0_dd,0,0,0,0,0,10
UrNamuo,0,0,0,0,0,10
luoiss_l,0,0,0,0,0,10
a196a3,0,0,0,0,0,10
Kme___88,0,0,0,0,0,10
ms_sarwa,0,0,0,0,0,10
AMJ19941998,0,0,0,0,0,10
torabia00,0,0,0,0,0,10
7cJVYbbHanZxyal,0,0,0,0,0,10
Maestro_95001,0,0,0,0,0,10
rahhhhhoooof,0,0,0,0,0,10
5z3ly,0,2,0.986842,0.993333,134.418182,10
Mo7arebTari5y,0,0,0,0,0,10
KanariHashd313,0,0,0,0,0,10
Joanna__19,0,0,0,0,0,10
Alenizi_fq8,0,0,0,0,0,6
Semiramissemi,0,0,0,0,0,10
ToklAbtan,0,0,0,0,0,10
IraqT7shish1,0,0,0,0,0,10
modmiliq,0,0,0,0,0,13
madrede_mu,0,0,0,0,0,10
mgsiraq,0,0,0,0,0,10
The_H16,0,1,1,1,79,11
AyaALkurdyia,0,0,0,0,0,10
khonfoshari,0,0,0,0,0,33
ZA_abd_alridha,0,0,0,0,0,10
assadmissan,0,0,0,0,0,10
husseinalsafy12,0,0,0,0,0,0
ZeinabH17,0,0,0,0,0,10
aali4573,0,0,0,0,0,10
MmIIlIlO0O0IIl7,0,0,0,0,0,10
Hussien_alyser,0,0,0,0,0,10
HushamHamad,0,0,0,0,0,10
basharbarca6,0,0,0,0,0,10
hsm761,0,0,0,0,0,10
aoVnLXgUrzycKUO,0,0,0,0,0,10
IRAQ__NEWS,0,0,0,0,0,10
Motaman_Nasir,0,0,0,0,0,10
Islam_Mahdi50,0,0,0,0,0,10
abbasalazawi1,0,0,0,0,0,10
Ahmed_Adnan94,0,0,0,0,0,10
ahmedbaggio2004,0,0,0,0,0,10
ALbasray78,0,0,0,0,0,10
malakooo3231,0,0,0,0,0,10
6foVWrJ8t6QatAs,0,0,0,0,0,10
al__alway,0,0,0,0,0,10
ZUeR5hp4fx3kYop,0,0,0,0,0,10
12mog12,0,0,0,0,0,10
adilhdd,0,0,0,0,0,0
hassan26n,0,0,0,0,0,10
tx57js1,0,0,0,0,0,10
bbash995,0,0,0,0,0,10
Hoor____i,0,0,0,0,0,10
AASSR___313,0,0,0,0,0,10
iq37_q,0,0,0,0,0,10
bio_muna,0,0,0,0,0,10
aboasdalyaseri,0,0,0,0,0,10
jhgghjjhgft,0,0,0,0,0,10
alsafi_222,0,0,0,0,0,10
Jointeken,0,0,0,0,0,10
haitha73,0,0,0,0,0,10
uigiuytrrtyui,0,0,0,0,0,10
AhmedHamed_iq,0,0,0,0,0,10
firas_alrammahi,0,0,0,0,0,6
t8TVpoE5q8dwsF4,0,0,0,0,0,10
karar56111,0,0,0,0,0,10
batooliq,0,0,0,0,0,10
faredsa4040,0,0,0,0,0,10
96HaNaNa,0,0,0,0,0,10
sarsora222o,0,0,0,0,0,10
cha_hra_zad91,0,0,0,0,0,10
iqaseeliq,0,0,0,0,0,10
abojakoj,0,0,0,0,0,10
molhmue,0,0,0,0,0,10
tboka22,0,0,0,0,0,10
HazemAlhasan313,0,0,0,0,0,10
lov_mahmoud90,0,0,0,0,0,10
jaafer_k,0,0,0,0,0,10
71husien,0,0,0,0,0,10
9EfoQXWqs6ST9KN,0,0,0,0,0,10
alijasm313,0,0,0,0,0,10
MunaAli03816608,0,0,0,0,0,10
ttwe754,0,0,0,0,0,10
aakdy4349,0,0,0,0,0,10
iqrnaiq,0,0,0,0,0,10
h6_zil,0,0,0,0,0,10
Abo423Hager,0,0,0,0,0,10
NatGeoMagArab,0,0,0,0,0,11
arabqoute,0,0,0,0,0,11
eshd3waa,0,0,0,0,0,11
gbraniit,0,0,0,0,0,11
ashya_1,0,0,0,0,0,11
Motivational222,0,0,0,0,0,11
health_Blogger1,0,0,0,0,0,11
66ll5,0,0,0,0,0,11
s45q,0,0,0,0,0,11
m9rrm,0,0,0,0,0,11
malsaadoun,0,0,0,0,0,11
ArabPysch,0,0,0,0,0,11
iiAhmdSh,0,0,0,0,0,11
slman_alyahya,0,0,0,0,0,11
Fekrah1_,0,0,0,0,0,11
cQuotes1,0,0,0,0,0,11
F_riendss,0,0,0,0,0,11
6mmm79,0,0,0,0,0,11
A_37_A,0,0,0,0,0,11
TopYouTubeTop,0,0,0,0,0,11
6wer_nfsk,0,0,0,0,0,11
daily_es,0,0,0,0,0,11
magnetic444,0,0,0,0,0,11
sleep_bahammam,0,0,0,0,0,11
Alharbi99Dr,0,0,0,0,0,11
je_soahmed,0,0,0,0,0,11
No2Daesh,0,0,0,0,0,11
SilentSoul99,0,0,0,0,0,11
Albrghthy2,0,0,0,0,0,11
WaelDesigner,0,0,0,0,0,11
bazzonam,0,0,0,0,0,11
Raman_Ghavami,0,0,0,0,0,5
AJABreaking,0,0,0,0,0,5
mashanaljabouri,0,0,0,0,0,19
ABC,0,0,0,0,0,5
cnnbrk,0,0,0,0,0,5
NorsForStudies,0,0,0,0,0,5
3Obeidi,0,0,0,0,0,30
omartvsd,0,0,0,0,0,6
Arabic_Nasa,0,0,0,0,0,0
almodifer,0,0,0,0,0,5
IraqSurveys,0,1,1,1,431,5
zeyad_alsenjary,0,0,0,0,0,5
Aljumaily70M,0,0,0,0,0,5
BarzanSadiq,0,3,0.561837,0.612159,791.52619,14
salman_alodah,0,0,0,0,0,5
AlkhaleejOnline,0,0,0,0,0,5
NickMiroff,0,0,0,0,0,5
HamzaJassim8,0,0,0,0,0,5
bbounenni,0,0,0,0,0,5
fadihussein8,0,0,0,0,0,5
hu_dly,0,0,0,0,0,5
nadheer2,0,0,0,0,0,5
waqas_alkadi,0,0,0,0,0,5
hassanafaa,0,0,0,0,0,5
fayednet,0,0,0,0,0,5
SimNasr,0,0,0,0,0,5
shvm_90,0,0,0,0,0,5
saeedthabit,0,0,0,0,0,5
JenniferJJacobs,0,0,0,0,0,5
kh_al_khalil,0,0,0,0,0,5
ibnoadam1,0,0,0,0,0,5
MdUbaida,0,0,0,0,0,5
EuroMedHRAr,0,0,0,0,0,5
BreakingNews,0,0,0,0,0,5
nbcbayarea,0,0,0,0,0,5
azzawil,0,0,0,0,0,5
SamarDJarrah,0,0,0,0,0,5
shahokurdy,0,0,0,0,0,5
aalodah,0,0,0,0,0,5
Salehalhamadani,0,0,0,0,0,5
FRBIU,0,0,0,0,0,5
mukdadhumaidan2,0,0,0,0,0,5
MasirahTV,0,0,0,0,0,5
spagov,0,0,0,0,0,5
FDefects,0,0,0,0,0,5
DrKMhana,0,0,0,0,0,5
turkialroqi,0,0,0,0,0,5
AliAbdulameer8,0,0,0,0,0,5
iraqi_agi,0,1,1,1,0,12
UndividedUmmah,0,0,0,0,0,12
DrBilalRDN,0,0,0,0,0,12
warez_ahmadi,0,0,0,0,0,12
OffendedGalnash,0,0,0,0,0,12
Suf_ia,0,0,0,0,0,12
vdputter,0,0,0,0,0,12
VTMNIEUWS,0,0,0,0,0,12
DatGuyTaybz,0,0,0,0,0,12
Mehdi_IR_DC,0,0,0,0,0,12
scrapchallenge1,0,0,0,0,0,12
BellJohn971234,0,0,0,0,0,12
CavalierBrit,0,0,0,0,0,12
CrystalClearGa2,0,0,0,0,0,12
AduroTri,0,0,0,0,0,12
yanki_kiran,0,0,0,0,0,12
NewKnightfr,0,0,0,0,0,12
jstroncheck,0,0,0,0,0,12
HussaynWalid,0,0,0,0,0,12
AynaIslam,0,0,0,0,0,12
KerkukiAlan,0,0,0,0,0,12
Adzzylfc,0,0,0,0,0,12
favoritesunni3,0,0,0,0,0,12
DannoSwo,0,0,0,0,0,12
f_gjokaj,0,0,0,0,0,12
kemi______,0,0,0,0,0,12
BenitaHasani,0,0,0,0,0,12
MoAliiDoee,0,0,0,0,0,12
Zalando,0,0,0,0,0,12
bpost_nl,0,0,0,0,0,12
1brahimTalib,0,0,0,0,0,12
kol_khara98,0,0,0,0,0,12
iraqi_princessa,0,0,0,0,0,12
Apple,0,0,0,0,0,12
IrfanAbdulatif,0,0,0,0,0,12
muftimads,0,0,0,0,0,12
SamEdwardx,0,0,0,0,0,12
rehannabid,0,0,0,0,0,12
hamdhi88,0,0,0,0,0,12
herinacius0,0,0,0,0,0,23
ejmalrai,0,0,0,0,0,37
syrianshawty,0,0,0,0,0,12
Twitter,0,0,0,0,0,14
mohsaud08,0,0,0,0,0,12
Knightfr,0,0,0,0,0,12
teslaownersSV,0,0,0,0,0,12
futureimagine,0,0,0,0,0,12
denise_kandra,0,0,0,0,0,12
WhitecapsFC,0,0,0,0,0,12
dannyries,0,0,0,0,0,12
Hassandagrate,0,0,0,0,0,12
binthatcries,0,0,0,0,0,12
okanhan_m,0,0,0,0,0,12
RenaNetjes,0,0,0,0,0,12
MahmutErciyas,0,0,0,0,0,12
Radlab72,0,0,0,0,0,12
ABAlameri,0,0,0,0,0,12
JZarif,0,0,0,0,0,1
WhyBased,0,0,0,0,0,12
JessiArabou,0,0,0,0,0,13
NinevehPU,0,0,0,0,0,12
viiiiinnnnah,0,0,0,0,0,12
Hamoud3I3,0,0,0,0,0,12
iBouncE,0,0,0,0,0,12
RizviUzair,0,0,0,0,0,12
Afshari_1999,0,0,0,0,0,12
AntiMajose,0,0,0,0,0,12
TheSunniDefense,0,0,0,0,0,12
Wesal_TV,0,0,0,0,0,12
safa_tv,0,0,0,0,0,12
Iran,0,0,0,0,0,12
BabylonFM993,0,0,0,0,0,12
Hakkari_Tribe_,0,0,0,0,0,12
AhlelbaitLove_,0,0,0,0,0,12
nighttides,0,4,0.420619,0.598448,0,14
rabrowne75,0,0,0,0,0,14
RojavaIC,0,0,0,0,0,14
syriahr,0,0,0,0,0,35
amberinzaman,0,0,0,0,0,14
RojavaNetwork,0,0,0,0,0,16
Charles_Lister,0,0,0,0,0,27
aaronstein1,0,0,0,0,0,14
jseldin,0,0,0,0,0,14
DoD_IG,0,0,0,0,0,14
CJTFOIR,0,3,0.427586,0.481183,140.833333,13
FRCdc,0,0,0,0,0,14
DeptofDefense,0,0,0,0,0,14
Dalatrm,0,0,0,0,0,14
RepTomGarrett,0,0,0,0,0,14
Xelilaldar,0,0,0,0,0,14
K24English,0,0,0,0,0,14
M__Delal,0,0,0,0,0,14
vvanwilgenburg,0,0,0,0,0,16
gaylelemmon,0,0,0,0,0,16
NicholasAHeras,0,0,0,0,0,14
LindseyGrahamSC,0,0,0,0,0,14
candundaradasi,0,0,0,0,0,14
afrinactivists,0,0,0,0,0,14
mutludc,0,0,0,0,0,14
CENTCOM,0,0,0,0,0,13
NPA_SY,0,0,0,0,0,14
curdistani,0,0,0,0,0,14
_Caki__,0,0,0,0,0,14
POTUS,0,0,0,0,0,16
SecPompeo,0,0,0,0,0,14
StateDept,0,0,0,0,0,14
D_abdulkader,0,0,0,0,0,14
NotWoofers,0,0,0,0,0,14
UptoDateNewz,0,0,0,0,0,14
espn,0,0,0,0,0,14
IntelTweet,0,0,0,0,0,14
Syrian_MC,0,0,0,0,0,14
SSatanyahu,0,0,0,0,0,14
RTSportNews,0,0,0,0,0,14
RT_com,0,0,0,0,0,14
Dr_HawzhinAzeez,0,0,0,0,0,14
AramKrdstn,0,0,0,0,0,14
radionawa2,0,0,0,0,0,14
indy100,0,0,0,0,0,14
Independent,0,0,0,0,0,16
RE_N_AS,0,0,0,0,0,14
HalabTodayTV,0,0,0,0,0,14
Mahmodshikhibra,0,0,0,0,0,14
benargentieri,0,0,0,0,0,14
HiwaDILAN3,0,0,0,0,0,14
dersi4m,0,0,0,0,0,14
Mekut_Mallet,0,0,0,0,0,14
AzadiRojava,0,0,0,0,0,14
TwitterSupport,0,0,0,0,0,14
rr0162,0,0,0,0,0,14
InstaNewsAlerts,0,0,0,0,0,14
IntelCrab,0,0,0,0,0,14
ChuiiLaFolle,0,0,0,0,0,14
khazaei_parviz,0,0,0,0,0,14
ChangeFrance,0,0,0,0,0,14
SaveDuaDalal,0,0,0,0,0,14
MnanSuliman12,0,0,0,0,0,14
osman_sarot,0,0,0,0,0,14
shvangoran,0,0,0,0,0,14
CommuneInt,0,0,0,0,0,14
joanopinions,0,0,0,0,0,14
ZiaWeise,0,0,0,0,0,14
RacingXtinction,0,0,0,0,0,14
hashtagbroom,0,0,0,0,0,14
SDCPress,0,0,0,0,0,14
FoundationKevok,0,0,0,0,0,14
elainecorden,0,0,0,0,0,14
IraqiGovt,0,0,0,0,0,13
EMADmde,0,0,0,0,0,13
oirdcom,0,0,0,0,0,13
SOJTFOIR,0,0,0,0,0,13
thejointstaff,0,0,0,0,0,14
coalition,0,0,0,0,0,13
USEmbBaghdad,0,3,0.639175,0.723118,314.666667,14
usarmycentral,0,0,0,0,0,14
USArmy,0,0,0,0,0,13
nafarrao,0,1,1,1,0,15
professor_isi,0,0,0,0,0,15
LOQUEDIGAELFMI,0,0,0,0,0,15
_esther_sanz,0,0,0,0,0,15
openarms_fund,0,0,0,0,0,15
TsLluis,0,0,0,0,0,15
JoanTarda,0,0,0,0,0,15
ReixachRamon,0,0,0,0,0,15
PortuariosBCN,0,0,0,0,0,15
gerardotc,0,0,0,0,0,15
rubnpulido,0,0,0,0,0,15
SrRulerSr,0,0,0,0,0,15
AneBald,0,0,0,0,0,15
1982cgd,0,0,0,0,0,15
MACanadell,0,0,0,0,0,15
jordicallejo,0,0,0,0,0,15
PhilAMellows,0,0,0,0,0,15
J_Zaragoza_,0,0,0,0,0,15
JosManuelPuent5,0,0,0,0,0,15
rccarbo,0,0,0,0,0,15
EricRogal,0,0,0,0,0,15
QuimTorraiPla,0,0,0,0,0,15
MSF_Sea,0,0,0,0,0,15
SOSMedIntl,0,0,0,0,0,15
Pepferrera,0,0,0,0,0,15
massegur,0,0,0,0,0,15
agarzon,0,0,0,0,0,15
DocEmmettBrown3,0,0,0,0,0,15
puntamalabata,0,0,0,0,0,15
vox_es,0,0,0,0,0,15
GeromanAT,0,0,0,0,0,15
watanisy,0,0,0,0,0,15
Bosni94,0,0,0,0,0,15
agambella,0,0,0,0,0,15
sanguinisIus,0,0,0,0,0,15
wardsfowler,0,0,0,0,0,15
jfrsanchez,0,0,0,0,0,15
MasihiunQ,0,0,0,0,0,15
nocturnidady,0,0,0,0,0,15
vmesteban,0,0,0,0,0,15
AgustinRosety,0,0,0,0,0,15
Jadouken10,0,0,0,0,0,15
kantinu,0,0,0,0,0,15
ChestertonTV,0,0,0,0,0,15
JavierVillamor,0,0,0,0,0,15
DPRK_CAODEBENOS,0,0,0,0,0,15
denterd,0,0,0,0,0,15
el_pais,0,0,0,0,0,15
rhg_cat,0,0,0,0,0,15
ldpsincomplejos,0,0,0,0,0,15
swearsayer,0,0,0,0,0,15
DarthVaderATM,0,0,0,0,0,15
errordesconocid,0,0,0,0,0,15
numer344,0,0,0,0,0,15
fenixrabassa,0,0,0,0,0,15
andrei_kononov,0,0,0,0,0,15
PlvsVltra126_1,0,0,0,0,0,15
Ratafia_Party,0,0,0,0,0,15
FearNoise,0,0,0,0,0,15
ValeriaVietina,0,0,0,0,0,15
9Rosadiaz,0,0,0,0,0,15
Santi_ABASCAL,0,0,0,0,0,15
s_logica,0,0,0,0,0,15
manmartin_,0,0,0,0,0,15
ladycrocs,0,0,0,0,0,15
VKerstfeest,0,0,0,0,0,15
RocioMo69721496,0,0,0,0,0,15
gloriasantiagoc,0,0,0,0,0,15
josusi60,0,0,0,0,0,15
Accountable2019,0,0,0,0,0,15
ripascual89,0,0,0,0,0,15
CoronelPakez,0,0,0,0,0,15
antonlosada,0,0,0,0,0,15
escalona_pepi,0,0,0,0,0,15
donbozone,0,0,0,0,0,15
AgishevVip,0,0,0,0,0,15
paterjm,0,0,0,0,0,15
berlinconfidenc,0,0,0,0,0,15
MikelMoso,0,0,0,0,0,15
LulydelMar,0,0,0,0,0,15
APampliega,0,0,0,0,0,15
RobinDeEspacio,0,0,0,0,0,15
DRetaguardia,0,0,0,0,0,15
Feralpo,0,0,0,0,0,15
carlesenric,0,0,0,0,0,15
Jmalasangre1,0,0,0,0,0,15
armesillaconde,0,0,0,0,0,15
BerdaderaH,0,0,0,0,0,15
aritznafarroa,0,0,0,0,0,15
Corco_Digital,0,0,0,0,0,15
elmundoes,0,0,0,0,0,15
omnium,0,0,0,0,0,15
joancomaroura,0,0,0,0,0,15
_SantosTrinidad,0,0,0,0,0,15
elEconomistaes,0,0,0,0,0,15
obianuju,0,0,0,0,0,15
FlechaRojinegra,0,0,0,0,0,15
michiki_ta,0,0,0,0,0,15
dialecsost,0,0,0,0,0,15
AneIrazabal,0,0,0,0,0,15
SoniaAndolz,0,0,0,0,0,15
DiegoFusaro,0,0,0,0,0,15
Mazinguer88,0,0,0,0,0,15
estimolavida,0,0,0,0,0,15
raval_net,0,0,0,0,0,15
jmartigalbis,0,0,0,0,0,15
jrabassa,0,0,0,0,0,15
mossos,0,0,0,0,0,15
barcelona_GUB,0,0,0,0,0,15
Albert_Batlle_B,0,0,0,0,0,15
Christian_Syria,0,0,0,0,0,15
leloveluck,0,3,0.648889,0.731735,298.15,16
Abu_Troll,0,0,0,0,0,16
Josiensor,0,0,0,0,0,37
_RichardHall,0,0,0,0,0,16
ejbeals,0,0,0,0,0,16
RonanLTynan,0,0,0,0,0,16
SarahDadouch,0,0,0,0,0,16
KhattabAsser,0,0,0,0,0,16
samianakhoul,0,0,0,0,0,16
DominicJEvans,0,0,0,0,0,16
rayajalabi,0,0,0,0,0,16
polinaivanova,0,0,0,0,0,16
ellen_fra,0,0,0,0,0,16
MaherBarotchi,0,0,0,0,0,16
Elizrael,0,0,0,0,0,16
BrowneGareth,0,0,0,0,0,16
louiseelisabet,0,0,0,0,0,16
HoZ_Books,0,0,0,0,0,16
torbooks,0,0,0,0,0,16
Mustafa_salimb,0,0,0,0,0,37
hwaida_saad,0,0,0,0,0,16
CassVinograd,0,0,0,0,0,16
keithclane,0,0,0,0,0,16
kfahim,0,0,0,0,0,16
ClaireParkerDC,0,0,0,0,0,16
timourazhari,0,0,0,0,0,16
RichardJSpencer,0,0,0,0,0,16
tom_d_,0,0,0,0,0,16
Alitalia,0,0,0,0,0,16
KyleSh0rt,0,0,0,0,0,16
TomColley12,0,0,0,0,0,16
_DaveTalbot,0,0,0,0,0,16
AAhronheim,0,0,0,0,0,16
MP_Boyce,0,0,0,0,0,16
ghoshworld,0,0,0,0,0,16
nabihbulos,0,0,0,0,0,16
crampling,0,0,0,0,0,16
OnlyRealJohanna,0,0,0,0,0,16
sallyhayd,0,0,0,0,0,16
UNCHR,0,0,0,0,0,16
iom,0,0,0,0,0,16
AliAlAhmed_en,0,0,0,0,0,1
mck_beth,0,0,0,0,0,16
sgreports,0,0,0,0,0,16
ChrisCoons,0,0,0,0,0,16
RossalynWarren,0,0,0,0,0,16
jane__bradley,0,0,0,0,0,16
Georges_Haddad1,0,0,0,0,0,16
jessbrammar,0,0,0,0,0,16
maitlis,0,0,0,0,0,16
EricKnecht,0,0,0,0,0,16
qatarairways,0,0,0,0,0,16
ForzaPalermo04,0,0,0,0,0,16
BradGalli,0,0,0,0,0,13
Rami_Ashuraya,0,0,0,0,0,13
leithfadel,0,0,0,0,0,37
THEFANBLOGGER,0,0,0,0,0,13
BuckTurgidson79,0,0,0,0,0,13
Graciietou,0,0,0,0,0,13
MariManoogian,0,0,0,0,0,13
reinehanna,0,0,0,0,0,13
AtourSargon,0,0,0,0,0,13
cgytradecentral,0,0,0,0,0,13
YacoubAlKhder,0,0,0,0,0,13
dutt_michael,0,0,0,0,0,13
sweetmaronite,0,0,0,0,0,13
Alexiaajordan24,0,0,0,0,0,13
Kara172213,0,0,0,0,0,13
MidEastWitness,0,0,0,0,0,16
WhitStillman,0,0,0,0,0,13
NonstopSuperguy,0,0,0,0,0,13
NHLFlames,0,0,0,0,0,13
firas_nessan,0,0,0,0,0,13
matthewdufresne,0,0,0,0,0,13
EricRod30746277,0,0,0,0,0,13
kirst_alyssa,0,0,0,0,0,13
pdworkmanauthor,0,0,0,0,0,13
vmsalama,0,0,0,0,0,13
athra_kado,0,0,0,0,0,13
FirstSquawk,0,0,0,0,0,13
SyrianGuy8,0,0,0,0,0,13
FlamesNation,0,0,0,0,0,13
Global_Mil_Info,0,0,0,0,0,13
Rover829,0,0,0,0,0,13
DavidInglesTV,0,0,0,0,0,13
Ozkok_A,0,0,0,0,0,13
ICTSm33,0,0,0,0,0,13
TheNationDan,0,0,0,0,0,13
CHRYHIRCHUK,0,0,0,0,0,13
MatthewNunny,0,0,0,0,0,13
Isuckatpicking,0,0,0,0,0,13
PNWbruhh,0,0,0,0,0,13
DavidTruman20,0,0,0,0,0,13
Stephane774,0,0,0,0,0,13
BradDillon17,0,0,0,0,0,13
isof_iq,0,0,0,0,0,13
Kev371A,0,0,0,0,0,13
Khlapieel,0,0,0,0,0,13
Byalda,0,0,0,0,0,13
KingSargon26,0,0,0,0,0,13
Sportsnet960,0,0,0,0,0,13
27MilanLucic,0,0,0,0,0,13
SNRyanPinder,0,0,0,0,0,13
flamestalkblog,0,0,0,0,0,13
DeadmanMax,0,0,0,0,0,13
Eleanor_Robson,0,0,0,0,0,13
UCLHistory,0,0,0,0,0,13
BritishAcademy_,0,0,0,0,0,13
WeirdHistoryPic,0,0,0,0,0,13
ELINTNews,0,0,0,0,0,13
StratSentinel,0,0,0,0,0,13
m4rtyps,0,0,0,0,0,13
kc0681,0,0,0,0,0,13
urartianbull,0,0,0,0,0,13
IntenseReiss,0,0,0,0,0,13
IanIdeaman7,0,0,0,0,0,13
NatGeo,0,0,0,0,0,32
GEMReport,0,0,0,0,0,17
UNESCOCourier,0,0,0,0,0,17
VisitEUheritage,0,0,0,0,0,17
UNDESA,0,0,0,0,0,17
UNYouthEnvoy,0,0,0,0,0,17
CCUNESCO,0,0,0,0,0,17
antonioguterres,0,0,0,0,0,17
FAO,0,0,0,0,0,17
WorldBank,0,0,0,0,0,17
UNESCOEU,0,0,0,0,0,17
europeaid,0,0,0,0,0,17
eu_near,0,0,0,0,0,17
EU_Commission,0,0,0,0,0,17
IBE_UNESCO,0,0,0,0,0,17
GPforEducation,0,0,0,0,0,17
IIEP_UNESCO,0,0,0,0,0,17
UNinBrussels,0,0,0,0,0,17
SteGiannini,0,0,0,0,0,17
UNICEF,0,0,0,0,0,14
voicesofyouth,0,0,0,0,0,17
UN_Women,0,0,0,0,0,17
Refugees,0,0,0,0,0,17
UNOCHA,0,0,0,0,0,17
GlobalGoalsUN,0,0,0,0,0,17
Malala,0,0,0,0,0,17
WorldJewishCong,0,0,0,0,0,17
CERN,0,0,0,0,0,17
EAA_Foundation,0,0,0,0,0,17
QF,0,0,0,0,0,17
Oz_GREEN,0,0,0,0,0,17
WMO,0,0,0,0,0,17
UNESCOstat,0,0,0,0,0,17
RTEInitiative,0,0,0,0,0,17
mustafa_albasry,0,3,0.527473,0.660417,0,18
simongerman600,0,0,0,0,0,18
khalidjassem74,0,0,0,0,0,6
GilgameshIQ,0,0,0,0,0,18
iraqicalli,0,0,0,0,0,18
qatnology,0,0,0,0,0,18
na9er_990,0,0,0,0,0,18
AMHoOoD,0,0,0,0,0,18
_Ghaddaaa,0,0,0,0,0,18
marwanmbc,0,0,0,0,0,18
Dolarqatar_,0,0,0,0,0,18
abdallah_ye,0,0,0,0,0,18
khaleedayed,0,0,0,0,0,18
awilomastar,0,0,0,0,0,18
Professeur_sa,0,0,0,0,0,18
Awtar94,0,0,0,0,0,18
eha_news,0,0,0,0,0,18
iyilikpusulasi,0,0,0,0,0,18
Krooooooom0505,0,0,0,0,0,18
AeK_YaN,0,0,0,0,0,18
FATIHYILDIZ_MFA,0,0,0,0,0,18
OtakaCheirosa,0,0,0,0,0,18
KLKAMASH2018,0,0,0,0,0,19
abdullahalsaleh,0,0,0,0,0,18
MBA_AlThani_,0,0,0,0,0,18
A_AlAthbah,0,0,0,0,0,18
MapScaping,0,0,0,0,0,18
spectatorindex,0,0,0,0,0,20
AhmedAlmoaiad,0,0,0,0,0,18
muhamme15114216,0,0,0,0,0,18
ksasendebad888,0,0,0,0,0,18
AbdulmajedAlmo2,0,0,0,0,0,18
asoomaldh,0,0,0,0,0,18
9ager57,0,0,0,0,0,18
Jawaher_ALsaif,0,0,0,0,0,18
Almajlliss,0,0,0,0,0,32
ahmedfaresalham,0,0,0,0,0,18
Kadori76,0,0,0,0,0,18
AlMayadeenLive,0,0,0,0,0,18
PressTV,0,1,1,1,7.666667,1
AmmarAlsumary,0,0,0,0,0,18
SuuM_313,0,0,0,0,0,18
Imamofpeace,0,0,0,0,0,36
saifaalthani,0,0,0,0,0,18
Rainmaker1973,0,0,0,0,0,18
mn_diler,0,0,0,0,0,18
HaiderAlAbadi,0,0,0,0,0,18
