screen_name,componentnumber,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
MutairiSaad,0,0,0,0,0,18
abjamal23,0,0,0,0,0,18
AdelAliBinAli,0,0,0,0,0,18
abdulmoiz1990,0,0,0,0,0,18
S3d_78,0,0,0,0,0,18
abuamr95,0,0,0,0,0,18
7Ge0BVKfWXIdZVZ,0,0,0,0,0,18
SaigaSavage,0,0,0,0,0,18
KomissarWhipla,0,0,0,0,0,18
intellipus,0,0,0,0,0,18
sakksa2001,0,0,0,0,0,18
OmarAlmansuri,0,0,0,0,0,5
Shqazwini,0,0,0,0,0,18
osama_bio,0,0,0,0,0,18
_FALCON_01,0,0,0,0,0,18
ChHarrison1,0,0,0,0,0,18
Aviationdailyy,0,0,0,0,0,18
theowaldspecht,0,0,0,0,0,18
iLove_Aviation,0,0,0,0,0,18
banalh7,0,0,0,0,0,18
MahmoudSM9,0,0,0,0,0,18
ali60790254,0,0,0,0,0,18
samer_zoro93,0,0,0,0,0,18
oorraagg,0,0,0,0,0,18
MURTAZAANWARR,0,0,0,0,0,18
PaulSteven0,0,0,0,0,0,18
sotiridi,0,0,0,0,0,18
Acemal71,0,0,0,0,0,18
Nooruldeen89,0,0,0,0,0,18
SuM_313,0,0,0,0,0,18
Mohassad71,0,0,0,0,0,18
111R11R111,0,0,0,0,0,18
qeH0lgwWBG9W4xS,0,0,0,0,0,18
ahmedzmim,0,0,0,0,0,18
Althebhawy,0,0,0,0,0,18
Mustafa73144034,0,0,0,0,0,18
Henkus_,0,0,0,0,0,18
lummideast,0,0,0,0,0,18
Tora_Bushido,0,0,0,0,0,18
HosseinDalirian,0,0,0,0,0,18
Insidetradings,0,0,0,0,0,18
Samir_Madani,0,0,0,0,0,18
realDonaldTrump,0,0,0,0,0,25
BorisJohnson,0,0,0,0,0,1
HassanRouhani,0,0,0,0,0,1
NicolasMaduro,0,0,0,0,0,1
Iraq_Pmu,0,3,0.470024,0.568878,0,19
melliiun,0,0,0,0,0,19
Ameer_IQ9,0,0,0,0,0,19
abbaschamsuddin,0,0,0,0,0,19
PainkillerQ8,0,0,0,0,0,19
5a1di,0,0,0,0,0,19
WhiteHouse,0,0,0,0,0,14
Tasnimnews_EN,0,0,0,0,0,19
mejtahidd,0,0,0,0,0,19
ali_basim92,0,0,0,0,0,19
MAM03819187,0,0,0,0,0,19
Engineer799,0,0,0,0,0,19
ryousif211,0,0,0,0,0,19
ommomly,0,0,0,0,0,19
majless_alkass,0,0,0,0,0,19
AlkaabiAs,0,0,0,0,0,19
khalilalbalush1,0,0,0,0,0,19
basam_97,0,0,0,0,0,19
4uDJeIcCHoJqedZ,0,0,0,0,0,19
Gamer_Snack,0,0,0,0,0,19
TheCrewGame,0,0,0,0,0,19
ChevroletArabia,0,0,0,0,0,19
UEFAEURO,0,0,0,0,0,19
FinallyMario,0,0,0,0,0,19
azzurri,0,0,0,0,0,19
towersight,0,0,0,0,0,19
LLtFgBDHJb26Oyu,0,0,0,0,0,19
ManuelGuzman,0,0,0,0,0,19
khairat43,0,0,0,0,0,19
JoufNow,0,0,0,0,0,19
zaidbenjamin,0,0,0,0,0,19
klkamashiq,0,0,0,0,0,19
diarioas,0,0,0,0,0,19
DaniCarvajal92,0,0,0,0,0,19
BasimKarbalaei,0,0,0,0,0,19
hrw_ar,0,1,1,1,10,26
aaa13590666,0,0,0,0,0,19
cqVSf1BydxPiMn6,0,0,0,0,0,19
mustafa_agha,0,0,0,0,0,19
Rawanalnahi,0,0,0,0,0,19
OmarSShakir,0,0,0,0,0,27
thefreedomi,0,0,0,0,0,26
iloarabstates,0,0,0,0,0,26
lamamfakih,0,0,0,0,0,26
DCrising21,0,1,1,1,0,27
girlsreallyrule,0,0,0,0,0,27
BrettPransky,0,0,0,0,0,27
ohiogop,0,0,0,0,0,27
AdamParkhomenko,0,0,0,0,0,27
ClaraJeffery,0,0,0,0,0,27
NRA,0,0,0,0,0,1
slpng_giants,0,0,0,0,0,27
PoliticsWolf,0,0,0,0,0,27
Mikel_Jollett,0,0,0,0,0,27
BetoORourke,0,0,0,0,0,27
RawStory,0,0,0,0,0,27
mattyglesias,0,0,0,0,0,27
samstein,0,0,0,0,0,27
MattGertz,0,0,0,0,0,27
brhodes,0,0,0,0,0,27
morningmika,0,0,0,0,0,27
grantstern,0,0,0,0,0,27
joncoopertweets,0,0,0,0,0,25
kazweida,0,0,0,0,0,27
owillis,0,0,0,0,0,27
bitmitigate,0,0,0,0,0,27
SkyNews,0,0,0,0,0,27
scullymike,0,0,0,0,0,27
KlasfeldReports,0,0,0,0,0,27
AdamSerwer,0,0,0,0,0,27
mford,0,0,0,0,0,27
soledadobrien,0,0,0,0,0,27
RandPaul,0,0,0,0,0,27
Morning_Joe,0,0,0,0,0,27
Cloudflare,0,0,0,0,0,27
_SemaHernandez_,0,0,0,0,0,27
danpfeiffer,0,0,0,0,0,27
dianelyssa,0,0,0,0,0,27
travishelwig,0,0,0,0,0,27
helaineolen,0,0,0,0,0,27
robrousseau,0,0,0,0,0,27
Johngcole,0,0,0,0,0,27
exavierpope,0,0,0,0,0,27
ericbradner,0,0,0,0,0,27
bunkosquad,0,0,0,0,0,27
Tzipshmil,0,0,0,0,0,27
niecy281,0,0,0,0,0,27
andreasgal,0,0,0,0,0,27
TimFullerton,0,0,0,0,0,27
Lollardfish,0,0,0,0,0,27
axios,0,0,0,0,0,27
stonecold2050,0,0,0,0,0,27
timjacobwise,0,0,0,0,0,27
kylegriffin1,0,0,0,0,0,27
eastdakota,0,0,0,0,0,27
dcbigjohn,0,0,0,0,0,27
csbittner12,0,0,0,0,0,27
kevinroose,0,0,0,0,0,27
MaggieJordanACN,0,0,0,0,0,27
WHAS11,0,0,0,0,0,27
JLCauvin,0,0,0,0,0,27
TPM,0,0,0,0,0,27
davidhogg111,0,0,0,0,0,27
senatemajldr,0,0,0,0,0,28
AlytaDeLeon,0,0,0,0,0,27
keith_pochick,0,0,0,0,0,27
HolmesJosh,0,0,0,0,0,27
robreiner,0,0,0,0,0,27
MrScottLads,0,0,0,0,0,27
maggotypanties,0,0,0,0,0,27
greglc541,0,0,0,0,0,27
Breznican,0,0,0,0,0,27
reva702,0,0,0,0,0,27
nerdyeggr0ll,0,0,0,0,0,27
acnewsitics,0,0,0,0,0,27
JoeBiden,0,0,0,0,0,27
AhmedBaba_,0,0,0,0,0,27
FearfullyMade9,0,0,0,0,0,27
Yamiche,0,0,0,0,0,27
FreddieCampion,0,0,0,0,0,27
Thx4SharingJerk,0,0,0,0,0,27
EdwardGLuce,0,0,0,0,0,27
atrupar,0,0,0,0,0,27
DanPatrick,0,0,0,0,0,27
SlyDude3677,0,0,0,0,0,27
Russellmania621,0,0,0,0,0,27
maggiesmithpoet,0,0,0,0,0,27
joshuavmc,0,0,0,0,0,27
jaketapper,0,0,0,0,0,27
JuddLegum,0,0,0,0,0,27
amazon,0,0,0,0,0,27
tucows,0,0,0,0,0,27
jimsciutto,0,0,0,0,0,27
bubbaprog,0,0,0,0,0,27
freedlander,0,0,0,0,0,27
MSNBC,0,0,0,0,0,1
digby56,0,0,0,0,0,27
o0082,0,1,1,1,0,20
Mshari_AL_Harbi,0,0,0,0,0,20
Arooqi_,0,0,0,0,0,20
highinkostok,0,0,0,0,0,20
Gda55180774,0,1,1,1,0,21
7sd_kw,0,0,0,0,0,21
bsbosahq8,0,0,0,0,0,21
fa_S_voi,0,0,0,0,0,21
Eman_iq,0,0,0,0,0,21
ferasalzein,0,0,0,0,0,21
Hattan0009,0,0,0,0,0,21
Factswd,0,0,0,0,0,21
sara_taqee,0,0,0,0,0,21
VixuaI,0,0,0,0,0,21
m_0g,0,0,0,0,0,21
maahooaAlooon,0,0,0,0,0,21
3bid_q8,0,0,0,0,0,21
Abd7783Ali,0,0,0,0,0,21
JAWHRA_,0,0,0,0,0,21
alkasschannel,0,0,0,0,0,21
mooooore82,0,0,0,0,0,21
kahaild_11,0,0,0,0,0,21
hassan14164,0,0,0,0,0,21
RMCFarab,0,0,0,0,0,21
Saronaa94H,0,0,0,0,0,21
kh__a__d,0,0,0,0,0,21
E_m_ad,0,0,0,0,0,21
Amaralhlak88882,0,0,0,0,0,21
mahwe565,0,0,0,0,0,21
AhlamMostghanmi,0,0,0,0,0,21
lllxxa8,0,0,0,0,0,21
xeJ2qEpLZi4uadd,0,0,0,0,0,21
QNNNA,0,0,0,0,0,21
AlOOS3H,0,0,0,0,0,21
abo_7ala86,0,0,0,0,0,21
alzain___ooo,0,0,0,0,0,21
_makntoshaq8_,0,0,0,0,0,21
1alb_,0,0,0,0,0,21
q8_mt_q8,0,0,0,0,0,21
zagarahh,0,0,0,0,0,21
D_a_l_q8,0,0,0,0,0,21
iOs_Mad,0,0,0,0,0,21
reem_feel2,0,0,0,0,0,21
HASSANMUSAWI3,0,0,0,0,0,21
0w6iJV7OE6bz6up,0,0,0,0,0,21
lKYUQVo98xV1XGo,0,0,0,0,0,21
rusll357,0,0,0,0,0,21
kkddkkdd1968,0,0,0,0,0,21
Hiven9,0,0,0,0,0,21
oulosP,0,1,1,1,35,37
agerhusmedia,0,0,0,0,0,37
MultipolarityRC,0,0,0,0,0,37
FortRussNews,0,0,0,0,0,37
CMultipolarity,0,0,0,0,0,37
syedalizia1992,0,0,0,0,0,37
georgegalloway,0,0,0,0,0,37
PrisonPlanet,0,0,0,0,0,37
Commissar_Jay,0,0,0,0,0,37
owls_at_dawn,0,0,0,0,0,37
EUlondonrep,0,0,0,0,0,37
adamgarriereal,0,0,0,0,0,37
Rabs_AA,0,0,0,0,0,37
PoliticoPak,0,0,0,0,0,37
ArktosMedia,0,0,0,0,0,37
Masood__Khan,0,0,0,0,0,37
SameeraKhan,0,0,0,0,0,37
uprisingtoday,0,0,0,0,0,37
RusEmbSyria,0,0,0,0,0,37
mfa_russia,0,0,0,0,0,37
ashoswai,0,0,0,0,0,37
Salman_B_PK,0,0,0,0,0,37
rahimyusufzai1,0,0,0,0,0,37
ali_asiapacific,0,0,0,0,0,37
khalidbanuri,0,0,0,0,0,37
ethrelkeld,0,0,0,0,0,37
21WIRE,0,0,0,0,0,37
facebook,0,0,0,0,0,1
contrapopulist,0,0,0,0,0,37
SputnikInt,0,0,0,0,0,37
SirKelvinTan,0,0,0,0,0,37
PutinDaGreat1,0,0,0,0,0,37
CoolHuh_,0,0,0,0,0,37
Underground_RT,0,0,0,0,0,37
Xerxes92005,0,2,0.8875,0.93662,0,22
A7_Mirza,0,1,1,1,9,1
shejeyrat,0,0,0,0,0,22
alirezamajidi66,0,0,0,0,0,22
annanews_info,0,0,0,0,0,22
EHSANI22,0,0,0,0,0,22
AriMuradd,0,0,0,0,0,22
DestanaEfrine_,0,0,0,0,0,22
walid970721,0,0,0,0,0,22
Ali_Kourani,0,0,0,0,0,22
ClarkeMicah,0,0,0,0,0,22
ScottLucas_EA,0,0,0,0,0,22
RealScottRitter,0,0,0,0,0,22
Angry_Voice,0,0,0,0,0,22
stephenkinzer,0,0,0,0,0,22
_nalexander,0,0,0,0,0,22
dancohen3000,0,0,0,0,0,22
TulsiGabbard,0,0,0,0,0,22
deSyracuse,0,0,0,0,0,22
MuhammadAsghari,0,0,0,0,0,22
HedayatiBahman,0,0,0,0,0,22
Dannymakkisyria,0,0,0,0,0,22
O_Rich_,0,0,0,0,0,22
sahouraxo,0,0,0,0,0,22
KevorkAlmassian,0,0,0,0,0,22
CamilleOtrakji,0,0,0,0,0,22
joshua_landis,0,0,0,0,0,22
GregoryPWaters,0,0,0,0,0,22
EskandarSadeghi,0,0,0,0,0,22
Azematt,0,0,0,0,0,22
dr_moosavi,0,0,0,0,0,22
shbesfand,0,0,0,0,0,22
BahmanKalbasi,0,0,0,0,0,22
smmsyria,0,0,0,0,0,22
Alaa_Ebrahim_tv,0,0,0,0,0,22
_eve1_,0,0,0,0,0,22
yarbatman,0,0,0,0,0,22
HozhabriSaeid,0,0,0,0,0,22
Mh_masoumi84,0,0,0,0,0,22
AliAbunimah,0,0,0,0,0,22
EUinIsrael,0,0,0,0,0,22
EUpalestinians,0,0,0,0,0,22
Syricide,0,0,0,0,0,22
HadiNasrallah,0,0,0,0,0,22
DCKennard,0,0,0,0,0,22
2ndNewMoon,0,0,0,0,0,22
CL4Syr,0,0,0,0,0,22
PiersRobinson1,0,0,0,0,0,22
NLatOPCW,0,0,0,0,0,22
OPCW,0,0,0,0,0,22
JensOttoHorslun,0,0,0,0,0,22
braha_seb,0,0,0,0,0,22
RealDeeptiC,0,0,0,0,0,22
Tracking_Power,0,0,0,0,0,22
Tim_Hayward_,0,0,0,0,0,22
UK_OPCW,0,0,0,0,0,22
BitarReal,0,0,0,0,0,22
Syrianator,0,0,0,0,0,22
YousefMunayyer,0,0,0,0,0,22
AaronBastani,0,0,0,0,0,22
Canthama,0,0,0,0,0,1
southfronteng,0,0,0,0,0,1
kroslav,0,0,0,0,0,1
Hydrotech92,0,0,0,0,0,1
Ibra_Joudeh,0,0,0,0,0,1
DoomsDayPlace,0,0,0,0,0,1
alibaloch21,0,0,0,0,0,1
Sadeq_Askary,0,0,0,0,0,1
San_Patricio_BN,0,3,0.539823,0.678962,0,23
crimesofbrits,0,0,0,0,0,23
Jagsy10,0,0,0,0,0,23
COLRICHARDKEMP,0,0,0,0,0,23
kcathletics1955,0,0,0,0,0,23
TerezPaylor,0,0,0,0,0,23
Chaldean_People,0,0,0,0,0,23
CBXMike,0,0,0,0,0,23
ArrowheadPride,0,0,0,0,0,23
GregEchlin,0,0,0,0,0,23
Americas_Crimes,0,0,0,0,0,23
GenePendak,0,0,0,0,0,23
NittanyNC,0,0,0,0,0,23
daviddeserres,0,0,0,0,0,23
JessieJaneDuff,0,0,0,0,0,23
906ft,0,0,0,0,0,23
PSUBarstool,0,0,0,0,0,23
PennStateFball,0,0,0,0,0,23
archicornell,0,0,0,0,0,23
Emirati_Sheikha,0,0,0,0,0,23
FazelHawramy,0,0,0,0,0,23
Athraa___,0,0,0,0,0,23
AaronMarx,0,0,0,0,0,23
iskandrah,0,0,0,0,0,23
maureendowd,0,0,0,0,0,23
UVA_Blanca,0,0,0,0,0,23
NickTS4,0,0,0,0,0,23
CindiLe34821991,0,0,0,0,0,23
SenJohnMcCain,0,0,0,0,0,23
MPPregent,0,0,0,0,0,23
Partisangirl,0,0,0,0,0,23
Nick59472153,0,0,0,0,0,23
AnthonyDiComo,0,0,0,0,0,23
MarkAmesExiled,0,0,0,0,0,23
StuckTag,0,0,0,0,0,23
SBNation,0,0,0,0,0,23
patscap,0,0,0,0,0,23
USMC,0,0,0,0,0,23
prof_gabriele,0,0,0,0,0,23
ezlusztig,0,0,0,0,0,23
mit4trs,0,0,0,0,0,23
ebruenig,0,0,0,0,0,23
HerasmusB,0,0,0,0,0,23
AmericanCrux,0,0,0,0,0,23
CBSNews,0,0,0,0,0,17
gehringdc,0,0,0,0,0,23
theprospect,0,0,0,0,0,23
Ar1c_B3rnard,0,0,0,0,0,23
jblistman,0,0,0,0,0,23
westgrids,0,0,0,0,0,23
SirChasWarren,0,0,0,0,0,23
Nationalism1st,0,0,0,0,0,23
graywolf,0,0,0,0,0,23
HoylandEileen,0,0,0,0,0,23
ScottAdamsSays,0,0,0,0,0,23
hobnob99,0,0,0,0,0,23
franklinleonard,0,0,0,0,0,23
modernwiseSage,0,0,0,0,0,23
robtdfischl,0,0,0,0,0,23
RudawEnglish,0,0,0,0,0,37
sleepywizard,0,0,0,0,0,23
n8baker,0,0,0,0,0,23
mhound5,0,0,0,0,0,23
sayed_ridha,0,0,0,0,0,37
Toostie_123,0,0,0,0,0,23
NickiJhabvala,0,0,0,0,0,23
VerdeMike,0,0,0,0,0,23
curtis_meder,0,0,0,0,0,23
NYPost_Mets,0,0,0,0,0,23
SayyedaZahrah,0,0,0,0,0,23
trash_ebooks,0,0,0,0,0,23
3SeaEyes,0,0,0,0,0,23
ggreenwald,0,0,0,0,0,27
mowwrote,0,0,0,0,0,23
BleachedRatTail,0,0,0,0,0,23
davegrier,0,0,0,0,0,23
lilmissagitated,0,0,0,0,0,23
CHAPOTRAPHOUSE,0,0,0,0,0,23
EMlNEMOBAMA,0,0,0,0,0,23
Joelsherman1,0,0,0,0,0,23
BBassem7,0,0,0,0,0,23
elbryn_canticle,0,0,0,0,0,23
masonites1099,0,0,0,0,0,23
danalaincohen,0,0,0,0,0,23
Imperial_2023,0,0,0,0,0,23
MarkBadgett7,0,0,0,0,0,23
namo_abdulla,0,0,0,0,0,23
AdamFriedland,0,0,0,0,0,23
leducviolet,0,0,0,0,0,23
easytolo,0,0,0,0,0,23
TheWarNerd,0,0,0,0,0,23
Ken_Rosenthal,0,0,0,0,0,23
jimpiasecki93,0,0,0,0,0,23
MarcCarig,0,0,0,0,0,23
basedchasen,0,0,0,0,0,23
GBrunswick,0,0,0,0,0,23
EWilkowski,0,0,0,0,0,23
Protectthenhs,0,2,0.6469,0.727083,0,24
rukhsarahmed786,0,0,0,0,0,24
downeytrev,0,0,0,0,0,24
NotoriousJOS,0,0,0,0,0,24
harikriss,0,0,0,0,0,24
doctor_oxford,0,0,0,0,0,24
johnmerro1,0,0,0,0,0,24
MiguelDelaney,0,0,0,0,0,24
AlanR1965,0,0,0,0,0,24
Waz612,0,0,0,0,0,24
DJNoreenKhan,0,0,0,0,0,24
Soraya44620541,0,0,0,0,0,24
LFC_RedBlooded,0,0,0,0,0,24
NocturnalPsycho,0,0,0,0,0,24
Simply1Kam,0,0,0,0,0,24
Akki_SwagMan,0,0,0,0,0,24
786MBA,0,0,0,0,0,24
sirfan93,0,0,0,0,0,24
DeborahMeaden,0,0,0,0,0,24
JimMFelton,0,0,0,0,0,24
IdiotslnCars,0,0,0,0,0,24
AmirAminiMD,0,0,0,0,0,24
WhatTheFFacts,0,0,0,0,0,24
bendean1979,0,0,0,0,0,24
darrengrimes_,0,0,0,0,0,24
RahulGandhi,0,0,0,0,0,24
nazirafzal,0,0,0,0,0,24
oslopolitiops,0,0,0,0,0,24
KTHopkins,0,0,0,0,0,24
Freedland,0,0,0,0,0,24
JewishChron,0,0,0,0,0,24
TheEngi78919468,0,0,0,0,0,24
hewentatthat,0,0,0,0,0,24
pam30301,0,0,0,0,0,24
DominicRaab,0,0,0,0,0,24
emilyhewertson,0,0,0,0,0,24
cab300447,0,0,0,0,0,24
DDawn0,0,0,0,0,0,24
darrenwhitfield,0,0,0,0,0,24
HeydonProwse,0,0,0,0,0,24
RaniaKhalek,0,0,0,0,0,24
angloyankdad,0,0,0,0,0,24
IanAustinMP,0,0,0,0,0,24
senormontoya,0,0,0,0,0,24
Zimmlaw175,0,0,0,0,0,24
AviCohe74459734,0,0,0,0,0,24
RyanMKIV,0,0,0,0,0,24
johnnycrossan2,0,0,0,0,0,24
ManCityDelhi,0,0,0,0,0,24
DrMarChem,0,0,0,0,0,24
princesslaceyxo,0,0,0,0,0,24
noinerdanker,0,0,0,0,0,24
sindhuvfunny,0,0,0,0,0,24
YICETOR,0,0,0,0,0,24
ttittifilarious,0,0,0,0,0,24
luced42,0,0,0,0,0,24
mehdirhasan,0,0,0,0,0,24
c20let_2009,0,0,0,0,0,24
HarryJhutty,0,0,0,0,0,24
bingbongboom7,0,0,0,0,0,24
Fitz1Danny,0,0,0,0,0,24
theonionlives,0,0,0,0,0,24
smith_gareth,0,0,0,0,0,24
darrenholden2,0,0,0,0,0,24
RoryGreenfield,0,0,0,0,0,24
ehbenj,0,0,0,0,0,24
mccanntb,0,0,0,0,0,24
MrNishKumar,0,0,0,0,0,24
Jonathan_Elk,0,0,0,0,0,24
MoonbeamMcfc,0,0,0,0,0,24
SuperbiaProeIia,0,0,0,0,0,24
ManCityActivity,0,0,0,0,0,24
FTalentScout,0,0,0,0,0,24
MmedeBeauvoir,0,0,0,0,0,24
RoKhanna,0,0,0,0,0,24
FootballVines,0,0,0,0,0,24
JamesMelville,0,0,0,0,0,24
francmcfc,0,0,0,0,0,24
GeorgePuddle,0,0,0,0,0,24
TherealNihal,0,0,0,0,0,24
RaymondDocwra,0,0,0,0,0,24
bbc5live,0,0,0,0,0,24
RajivMessage,0,0,0,0,0,24
RandomThawt,0,0,0,0,0,24
Pav90,0,0,0,0,0,24
NataliePaweleck,0,0,0,0,0,24
goldstone_tony,0,0,0,0,0,24
LFCSixTimes,0,0,0,0,0,24
LFC,0,0,0,0,0,24
NorwichCityFC,0,0,0,0,0,24
Rangers,0,0,0,0,0,24
YOkillax,0,0,0,0,0,24
adamrowecomedy,0,0,0,0,0,24
HKesvani,0,0,0,0,0,24
cpeedell,0,0,0,0,0,24
azsweetheart013,0,0,0,0,0,24
CoalitionAR,0,0,0,0,0,14
IraqiPresidency,0,0,0,0,0,14
masrour_barzani,0,0,0,0,0,14
JeanineHennis,0,0,0,0,0,14
Kurdistan,0,0,0,0,0,14
KRG_DFR,0,0,0,0,0,14
undpiniraq,0,0,0,0,0,1
USAID_ICRI,0,0,0,0,0,14
USAbilAraby,0,0,0,0,0,14
StateDeptPM,0,0,0,0,0,14
RepCoalition,0,0,0,0,0,14
OIRSpox,0,0,0,0,0,37
UNDP,0,0,0,0,0,14
ECAatState,0,0,0,0,0,14
FulbrightPrgrm,0,0,0,0,0,14
Fuad_Hussein1,0,0,0,0,0,14
IOMIraq,0,0,0,0,0,14
USCIRF,0,0,0,0,0,14
nadinemaenza,0,0,0,0,0,14
CommrBhargava,0,0,0,0,0,14
afkarsociety,0,0,0,0,0,14
USConGenErbil,0,0,0,0,0,14
UNHCRIraq,0,0,0,0,0,14
ECA_AS,0,0,0,0,0,14
StatePRM,0,0,0,0,0,14
WHOIraq,0,0,0,0,0,14
UNIraq,0,0,0,0,0,14
WHO,0,0,0,0,0,14
MOHealth_Iraq,0,0,0,0,0,14
EsperDoD,0,0,0,0,0,14
statedeptspox,0,0,0,0,0,14
theOFDA,0,0,0,0,0,14
DFR_KRG,0,0,0,0,0,14
USAmbIraq,0,0,0,0,0,14
PascaleWarda,0,0,0,0,0,14
warda_william,0,0,0,0,0,14
VP,0,0,0,0,0,14
EconAtState,0,0,0,0,0,14
IraqPowering,0,0,0,0,0,14
hnro_iraq,0,0,0,0,0,14
realsohelbahjat,0,2,0.678082,0.762626,0,25
DineshDSouza,0,0,0,0,0,25
itsJeffTiedrich,0,0,0,0,0,25
GranniesOpinion,0,0,0,0,0,25
GovBillWeld,0,0,0,0,0,25
Bornabrit1,0,0,0,0,0,25
thomaskaine5,0,0,0,0,0,25
Glenresists1,0,0,0,0,0,25
fuckthewall2019,0,0,0,0,0,25
DearAuntCrabby,0,0,0,0,0,25
TheDemocrats,0,0,0,0,0,25
psychdr100,0,0,0,0,0,25
Mastermind7864,0,0,0,0,0,25
GOP,0,0,0,0,0,25
martycomroe,0,0,0,0,0,25
StCyrlyMe2,0,0,0,0,0,25
NightlyPolitics,0,0,0,0,0,25
HillaryClinton,0,0,0,0,0,25
w_terrence,0,0,0,0,0,25
RBReich,0,0,0,0,0,25
BidawiFawzi,0,0,0,0,0,25
billmaher,0,0,0,0,0,25
jjauthor,0,0,0,0,0,25
sanosbo1,0,0,0,0,0,25
ali,0,0,0,0,0,25
ConnorT39755535,0,0,0,0,0,25
JoeNBC,0,0,0,0,0,1
Jim_Jordan,0,0,0,0,0,25
mikandynothem,0,0,0,0,0,25
DonaldJTrumpJr,0,0,0,0,0,25
DiamondandSilk,0,0,0,0,0,25
Jamierodr14,0,0,0,0,0,25
michaeljohns,0,0,0,0,0,25
DonnaWR8,0,0,0,0,0,25
KatTheHammer1,0,0,0,0,0,25
Surfermom77,0,0,0,0,0,25
TrumpLadyFran,0,0,0,0,0,25
AMErikaNGIRLLL,0,0,0,0,0,25
nytimes,0,0,0,0,0,25
maddow,0,0,0,0,0,25
Billbrowder,0,0,0,0,0,25
FFchamp69,0,0,0,0,0,25
glennkirschner2,0,0,0,0,0,25
JadeXEddie,0,0,0,0,0,25
JonnySpeaks4all,0,0,0,0,0,25
perlmutations,0,0,0,0,0,25
jayoung1892,0,0,0,0,0,25
jswilliams1962,0,0,0,0,0,25
talemwaivanjm,0,0,0,0,0,25
hane_ron,0,0,0,0,0,25
Paul_VanDerMeer,0,0,0,0,0,25
KamalaHarris,0,0,0,0,0,25
Brett5858,0,0,0,0,0,25
marem78013481,0,0,0,0,0,25
googlenews,0,0,0,0,0,25
Albasheershow,0,0,0,0,0,25
vanessacvenus,0,0,0,0,0,25
RDTBook,0,0,0,0,0,25
EmmaVigeland,0,0,0,0,0,25
almostjingo,0,0,0,0,0,25
kbq225,0,0,0,0,0,25
ocalasportsman,0,0,0,0,0,25
TheTrueAmerica5,0,0,0,0,0,25
jilevin,0,0,0,0,0,25
PeterMerlinCane,0,0,0,0,0,25
GOPChairwoman,0,0,0,0,0,25
Education4Libs,0,0,0,0,0,25
dgvreiman,0,0,0,0,0,25
HamadyRasol,0,0,0,0,0,25
alhurranews,0,0,0,0,0,25
AlhurraIraq,0,0,0,0,0,19
seanhannity,0,0,0,0,0,25
gtconway3d,0,0,0,0,0,25
mitchellvii,0,0,0,0,0,25
SebGorka,0,0,0,0,0,25
Bill_Maxwell_,0,0,0,0,0,25
abdsatarhsen,0,0,0,0,0,25
angie_abdoo88,0,0,0,0,0,25
john3659,0,0,0,0,0,25
KellyannePolls,0,0,0,0,0,25
seculardotorg,0,0,0,0,0,25
maziehirono,0,0,0,0,0,25
ViceGodhead,0,0,0,0,0,25
firas_najem93,0,0,0,0,0,25
gatewaypundit,0,0,0,0,0,25
rentonMagaUK,0,0,0,0,0,25
cristinalaila1,0,0,0,0,0,25
Italianmike,0,0,0,0,0,25
jidk1187,0,0,0,0,0,25
arabnews,0,0,0,0,0,25
BillClinton,0,0,0,0,0,25
Team_Mitch,0,0,0,0,0,25
manmader,0,2,0.655738,0.7375,0,26
Rothna_Begum,0,0,0,0,0,26
Laila_Matar,0,0,0,0,0,26
me_vignoli,0,0,0,0,0,26
SR_StudioEtt,0,0,0,0,0,26
joshuawongcf,0,0,0,0,0,28
SuzeBPark,0,0,0,0,0,26
sverigesradio,0,0,0,0,0,26
AmnestySverige,0,0,0,0,0,26
Utvmagasinet,0,0,0,0,0,26
BrittisEdman,0,0,0,0,0,26
katarinabergeh1,0,0,0,0,0,26
UNDP_Sweden,0,0,0,0,0,26
NijatTurkistan,0,0,0,0,0,26
goranarrius,0,0,0,0,0,26
vastgotapower,0,0,0,0,0,26
jarl_robert,0,0,0,0,0,26
uniontounion,0,0,0,0,0,26
hm,0,0,0,0,0,26
marywareham,0,0,0,0,0,26
heatherbarr1,0,0,0,0,0,26
FBAFolke,0,0,0,0,0,26
DagHammarskjold,0,0,0,0,0,26
petrahalle,0,0,0,0,0,26
FNforbundet,0,0,0,0,0,26
Anne_Poulsen,0,0,0,0,0,26
WFP,0,0,0,0,0,26
sverigeivarlden,0,0,0,0,0,26
DanielBekele,0,0,0,0,0,26
sunderland_jude,0,0,0,0,0,26
ReedBrody,0,0,0,0,0,26
skayyali1,0,0,0,0,0,26
MinkysHighjinks,0,0,0,0,0,26
PJvanEgg,0,0,0,0,0,26
Alston_UNSR,0,0,0,0,0,26
WandaWyporska,0,0,0,0,0,26
philippe_dam,0,0,0,0,0,26
cliveabaldwin,0,0,0,0,0,26
EminaHRW,0,0,0,0,0,26
SophieHRW,0,0,0,0,0,26
margotwallstrom,0,0,0,0,0,26
hrw_chinese,0,0,0,0,0,26
ajkashy,0,0,0,0,0,26
jarvaveckan,0,0,0,0,0,26
angelagui_,0,0,0,0,0,26
RianThum,0,0,0,0,0,26
simonallison,0,0,0,0,0,26
ilo,0,0,0,0,0,26
JiayangFan,0,0,0,0,0,26
AnnalenaLauren,0,0,0,0,0,26
wongmjane,0,0,0,0,0,26
